date,net
20241001,154000
20241004,1359689
20241007,1969000
20241008,1873843
20241009,-129458
20241011,-1204000
20241014,572700
20241015,-1417336
20241016,561981
20241017,-352880
20241018,-1153981
20241021,320000
20241022,-711272
20241023,95000
20241024,-865994
20241025,-95000
20241028,4000
20241029,-144350
20241030,-405000
20241101,-34000
20241104,-4000
20241105,-667000
20241106,-34999
20241107,-68885
20241108,-58546
20241111,-61400
20241112,582425
20241113,-1961790
20241114,-155000
20241115,-39900
20241118,-197050
20241119,270000
20241120,-75000
20241121,-216000
20241122,-603250
20241125,-247747
20241126,31000
20241127,-278800
20241128,142000
20241129,-23000
20241202,1159000
20241203,-827000
20241204,157800
20241205,-191000
20241206,-79015
20241209,-173074
20241210,-325000
20241211,-83010
20241212,-478115
20241213,-444000
20241216,90000
20241217,281069
20241218,-422000
20241219,-213000
20241220,-238001
20241223,-242000
20241224,6000
20241225,-63000
20241226,-60000
20241227,-242146
20241230,-70945
20241231,-54217
20250102,-189883
20250103,-273000
20250106,92000
20250107,118100
20250108,-330000
20250109,-318480
20250110,-77500
20250113,338507
20250114,36000
20250115,-41087
20250116,541254
20250117,-553000
20250120,40980
20250121,-15000
20250122,1000
20250203,-323606
20250204,65000
20250205,18000
20250206,-76000
20250207,-4780
20250210,-274516
20250211,45000
20250212,-57785
20250213,281000
20250214,-131000
20250217,168000
20250218,30889
20250219,-236000
20250220,61000
20250221,43203
20250224,-14005
20250225,-226000
20250226,60005
20250227,-195704
20250303,-237980
20250304,304000
20250305,-35118
20250306,146005
20250307,-78000
20250310,239110
20250311,39990
20250312,11410
20250313,24000
20250314,-107500
20250317,-76900
20250318,45000
20250319,-97606
20250320,-10000
20250321,-47067
20250324,-39000
20250325,77518
20250326,83952
20250327,-123394
20250328,284000
20250331,635010
20250401,-20000
20250402,90590
20250407,73000
20250408,32000
20250409,311000
20250410,23200
20250411,251266
20250414,-224000
20250415,15842
20250416,-4954
20250417,98059
20250418,-44099
20250421,55899
20250422,150173
20250423,115802
20250424,-484000
20250425,-97942
20250428,-54891
20250429,65112
20250430,-20479
20250502,-205700
20250505,67217
20250506,88624
20250507,31350
20250508,90944
20250509,101914
20250512,-4056
20250513,-205061
20250514,159670
20250515,-205470
20250516,86317
20250519,-454596
20250520,-212604
20250521,87900
20250522,-9615
20250523,-874327
20250526,-289014
20250527,-209336
20250528,-143951
20250529,-176870
20250602,71061
20250603,13941
20250604,29001
20250605,-108000
20250606,67317
20250609,-41317
20250610,773126
20250611,-164026
20250612,-500791
20250613,-44000
20250616,49000
20250617,280537
20250618,-359000
20250619,165017
20250620,101000
20250623,-63000
20250624,86225
20250625,7959
20250626,116015
20250627,-172794
20250630,-69261
20250701,-970
20250702,-29000
20250703,-270080
20250704,290100
20250707,92084
20250708,23930
20250709,83110
20250710,-609950
20250711,-259000
20250714,-62033
20250715,200019
20250716,-307617
20250717,242014
20250718,-713000
20250721,-206000
20250722,-371800
20250723,120020
20250724,-61000
20250725,-51995
20250728,113985
20250729,-138000
20250730,51010
20250731,-57000
20250801,292050
20250804,-1072
20250805,-483358
20250806,-122900
20250807,2176860
20250808,-1297498
20250811,-60010
20250812,-343100
20250813,-158000
20250814,45229
