date,open,high,low,close,volume
20241001,1760.0,1770.0,1735.0,1755.0,475141
20241004,1755.0,1760.0,1715.0,1725.0,354561
20241007,1770.0,1895.0,1755.0,1885.0,1238599
20241008,1860.0,1920.0,1860.0,1885.0,832028
20241009,1905.0,1915.0,1820.0,1845.0,708262
20241011,1835.0,1875.0,1825.0,1850.0,513120
20241014,1835.0,1865.0,1765.0,1815.0,786167
20241015,1850.0,1870.0,1750.0,1750.0,1082209
20241016,1710.0,1750.0,1660.0,1665.0,1388120
20241017,1690.0,1715.0,1650.0,1710.0,746826
20241018,1750.0,1795.0,1620.0,1640.0,1435586
20241021,1650.0,1670.0,1610.0,1670.0,559086
20241022,1655.0,1675.0,1600.0,1610.0,741500
20241023,1615.0,1720.0,1610.0,1630.0,1535724
20241024,1640.0,1665.0,1615.0,1620.0,813097
20241025,1630.0,1640.0,1605.0,1630.0,403923
20241028,1630.0,1645.0,1515.0,1530.0,1006334
20241029,1530.0,1575.0,1515.0,1560.0,756735
20241030,1560.0,1645.0,1560.0,1610.0,835706
20241101,1595.0,1695.0,1570.0,1695.0,1025813
20241104,1700.0,1700.0,1630.0,1695.0,883676
20241105,1695.0,1780.0,1690.0,1690.0,1290018
20241106,1705.0,1745.0,1690.0,1690.0,910004
20241107,1700.0,1780.0,1700.0,1750.0,1005768
20241108,1765.0,1785.0,1715.0,1770.0,711981
20241111,1760.0,1790.0,1720.0,1755.0,490747
20241112,1730.0,1745.0,1715.0,1730.0,272398
20241113,1760.0,1895.0,1760.0,1830.0,2018501
20241114,1850.0,1860.0,1770.0,1775.0,726710
20241115,1795.0,1815.0,1740.0,1750.0,681697
20241118,1750.0,1750.0,1630.0,1680.0,783328
20241119,1710.0,1800.0,1710.0,1725.0,913180
20241120,1745.0,1755.0,1710.0,1745.0,390749
20241121,1745.0,1755.0,1710.0,1710.0,358729
20241122,1740.0,1765.0,1685.0,1685.0,429521
20241125,1705.0,1730.0,1685.0,1695.0,459505
20241126,1695.0,1695.0,1650.0,1650.0,399636
20241127,1680.0,1680.0,1625.0,1645.0,310711
20241128,1645.0,1660.0,1545.0,1575.0,673939
20241129,1545.0,1645.0,1545.0,1645.0,615966
20241202,1670.0,1690.0,1620.0,1670.0,909639
20241203,1690.0,1730.0,1670.0,1720.0,730102
20241204,1730.0,1760.0,1720.0,1730.0,491115
20241205,1760.0,1815.0,1740.0,1805.0,790841
20241206,1800.0,1815.0,1750.0,1755.0,414970
20241209,1755.0,1780.0,1725.0,1780.0,234994
20241210,1760.0,1780.0,1715.0,1750.0,451338
20241211,1740.0,1770.0,1740.0,1770.0,201313
