date,net
20241001,-313000
20241004,-316000
20241007,299000
20241008,-1769000
20241009,-1089000
20241011,345000
20241014,396000
20241015,76000
20241016,-638593
20241017,1705000
20241018,-5891900
20241021,2625000
20241022,-641000
20241023,2366300
20241024,-2367575
20241025,-1370350
20241028,327000
20241029,-325000
20241030,-60300
20241101,632022
20241104,466000
20241105,-555252
20241106,-591000
20241107,1764000
20241108,-1715466
20241111,-63790
20241112,-340650
20241113,88000
20241114,4000
20241115,1834000
20241118,-722500
20241119,708345
20241120,-537431
20241121,2239000
20241122,-927000
20241125,1986349
20241126,-1288995
20241127,-567581
20241128,-374997
20241129,-316269
20241202,-7224
20241203,145707
20241204,2490569
20241205,-932990
20241206,-215265
20241209,-419611
20241210,-38243
20241211,1627183
20241212,-511430
20241213,-1110052
20241216,-884046
20241217,813912
20241218,-177519
20241219,1091915
20241220,-412831
20241223,844465
20241224,-634000
20241225,343148
20241226,1337162
20241227,-1477432
20241230,-486839
20241231,-897293
20250102,-42787
20250103,-117834
20250106,1244613
20250107,104005
20250108,-487588
20250109,-1037000
20250110,-77000
20250113,868000
20250114,443005
20250115,-558000
20250116,1306155
20250117,-270553
20250120,272007
20250121,34653
20250122,515006
20250203,-215233
20250204,-91916
20250205,358005
20250206,89385
20250207,272000
20250210,89000
20250211,-943484
20250212,-548544
20250213,1319000
20250214,568000
20250217,-25771
20250218,962368
20250219,834000
20250220,547000
20250221,-199000
20250224,932464
20250225,37033
20250226,517075
20250227,-1339575
20250303,-861870
20250304,-427000
20250305,14000
20250306,3000
20250307,-191435
20250310,-1008000
20250311,-193000
20250312,205000
20250313,404500
20250314,87000
20250317,-41680
20250318,700050
20250319,-765820
20250320,618004
20250321,204000
20250324,860050
20250325,-32000
20250326,41010
20250327,-15950
20250328,-1153000
20250331,5000
20250401,898296
20250402,62000
20250407,33000
20250408,162700
20250409,1785000
20250410,259000
20250411,746020
20250414,8033
20250415,385009
20250416,-131982
20250417,330008
20250418,139933
20250421,70
20250422,320906
20250423,481088
20250424,607747
20250425,290855
20250428,548954
20250429,241140
20250430,139057
20250502,376426
20250505,88874
20250506,594305
20250507,1838996
20250508,199285
20250509,1909886
20250512,465697
20250513,836727
20250514,2791912
20250515,966408
20250516,-151166
20250519,1535680
20250520,1038003
20250521,1206993
20250522,2549109
20250523,555583
20250526,4869372
20250527,3379994
20250528,5455618
20250529,270450
20250602,-53085
20250603,-2752149
20250604,141779
20250605,860000
20250606,505492
20250609,1025102
20250610,-1231110
20250611,1181047
20250612,-2899338
20250613,433000
20250616,574000
20250617,-1354814
20250618,807998
20250619,498976
20250620,1546000
20250623,256000
20250624,602113
20250625,386000
20250626,289328
20250627,366828
20250630,399000
20250701,470000
20250702,-407769
20250703,1123000
20250704,-629800
20250707,1545150
20250708,2728000
20250709,693883
20250710,448078
20250711,-1240102
20250714,-216698
20250715,1818361
20250716,-5874490
20250717,627361
20250718,2989000
20250721,550000
20250722,644600
20250723,778112
20250724,942281
20250725,1851888
20250728,-1118945
20250729,2070900
20250730,-61000
20250731,-5658800
20250801,1623805
20250804,1567000
20250805,-1726574
20250806,-2061611
20250807,-1853626
20250808,-1132988
20250811,4918600
20250812,-6758417
20250813,-3564409
20250814,3192435
20250815,-3779762
20250818,231754
20250819,9609560
20250820,3604474
20250821,-9302977
20250822,1584000
20250825,-23786
20250826,100404
20250827,-588990
20250828,-596152
20250829,170032
20250901,-44999
20250902,307402
20250903,-444000
20250904,963092
20250905,-6090000
20250908,3448013
20250909,-2037327
20250910,3378000
20250911,976000
20250912,1278871
20250915,2136010
20250916,759102
20250917,-206800
20250918,113291
20250919,-560000
20250922,-271000
20250923,-3269306
20250924,-1107899
20250925,-1198293
20250926,1454010
20250930,74390
20251001,-2594000
20251002,264000
20251003,259924
20251007,-434150
20251008,-425800
20251009,17000
20251013,661264
20251014,-230396
20251015,928567
20251016,-158800
20251017,-401878
20251020,-181955
20251021,-80450
20251022,61510
20251023,-4509835
20251027,-3971239
20251028,-509554
20251029,-3959577
20251030,-3268950
20251031,-2097548
20251103,250040
20251104,-1318000
20251105,1511572
20251106,283323
20251107,-1198800
20251110,-3420790
20251111,-721195
20251112,-1983109
20251113,340956
20251114,-873990
20251117,-601091
20251118,-243945
20251119,-12930
20251120,595030
20251121,-1404900
20251124,48028
20251125,98810
20251126,163300
20251127,1217730
20251128,-1880060
20251201,103000
20251202,112000
20251203,206000
20251204,293000
20251205,1064142
20251208,1268162
20251209,372042
20251210,-30359
20251211,1884085
20251212,-157000
20251215,649010
20251216,-1400865
20251217,-115970
20251218,-9146
20251219,374000
20251222,1220865
20251223,-796005
20251224,-213000
20251226,1121038
20251229,-495970
20251230,-1687000
20251231,606000
20260102,985000
20260105,-763741
20260106,-3326000
20260107,-2171880
20260108,-667200
20260109,421750
20260112,2079965
20260113,1179010
20260114,1961015
20260115,-1177120
20260116,637347
20260119,592900
20260120,640009
20260121,803040
20260122,4872304
20260123,-8339415
20260126,-1532135
20260127,4619398
20260128,-2190674
20260129,-5590410
20260130,-645905
20260202,-160953
20260203,29486
20260204,4954000
20260205,3652955
20260206,-532288
20260209,1992929
20260210,1457960
20260211,6724840
20260223,578269
20260224,8667811
20260225,4984950
20260226,-3787121
20260302,-1734520
20260303,1213380
20260304,-1706790
20260305,424150
20260306,199505
20260309,1297296
20260310,5867000
20260311,1956010
20260312,26010
20260313,3859543
20260316,-458304
20260317,4909280
20260318,508191
20260319,-1205185
20260320,-173637
20260323,-100570
20260324,-8920
20260325,2522725
20260326,1028154
20260327,1338240
20260330,996386
20260331,-4913256
20260401,-850250
20260402,7618568
20260407,-1381790
20260408,-4600067
20260409,180000
20260410,-2129146
20260413,-437425
20260414,3759033
20260415,-2244172
20260416,-1518153
20260417,-14717745
20260420,-8494866
20260421,-1690847
20260422,1307188
20260423,46192
20260424,2300892
20260427,1390120
20260428,-641334
20260429,-469068
20260430,576985
20260504,1658831
20260505,-751620
20260506,276790
20260507,-345326
20260508,-1632346
20260511,-281031
20260512,-5454245
20260513,461275
20260514,-3279831
20260515,1600662
20260518,649162
20260519,-1014984
20260520,2518325
20260521,-974497
20260522,-283602
20260525,-2506442
20260526,619725
20260527,5030526
20260528,-7693354
20260529,3517937
20260601,11991537
20260602,-7128250
20260603,-2507933
20260604,-212524
20260605,435013
20260608,206982
20260609,565259
20260610,2604298
20260611,-1419879
