date,net
20241001,-303080
20241004,421915
20241007,53950
20241008,674486
20241009,-457202
20241011,1022962
20241014,-186019
20241015,890000
20241016,-257986
20241017,-178170
20241018,503655
20241021,-265550
20241022,-465000
20241023,134830
20241024,-366331
20241025,-73103
20241028,-273775
20241029,-22282
20241030,-431128
20241101,-3602906
20241104,-1367855
20241105,-769455
20241106,245798
20241107,-533495
20241108,1021230
20241111,-1013405
20241112,-244616
20241113,-112144
20241114,3751426
20241115,-1096014
20241118,-193000
20241119,964071
20241120,93310
20241121,-53000
20241122,-130270
20241125,-191431
20241126,-253998
20241127,-104692
20241128,38952
20241129,47797
20241202,753344
20241203,1027193
20241204,-344975
20241205,-90993
20241206,-173049
20241209,411869
20241210,-848978
20241211,312955
20241212,188021
20241213,-452918
20241216,-1210778
20241217,-342808
20241218,-835868
20241219,-241975
20241220,-361527
20241223,340108
20241224,-168930
20241225,128840
20241226,709545
20241227,-158180
20241230,6100
20241231,-355995
20250102,74000
20250103,-235000
20250106,708000
20250107,944317
20250108,-613790
20250109,-632897
20250110,-925855
20250113,-82532
20250114,-222000
20250115,-434000
20250116,243000
20250117,367755
20250120,268330
20250121,-471968
20250122,221204
20250203,-1402198
20250204,-707120
20250205,132103
20250206,-13872
20250207,-32450
20250210,15549
20250211,-309946
20250212,407263
20250213,-123750
20250214,146000
20250217,65204
20250218,164000
20250219,67604
20250220,794985
20250221,-302850
20250224,38100
20250225,-498002
20250226,1455951
20250227,-121723
20250303,-216137
20250304,213847
20250305,-353221
20250306,745847
20250307,-362893
20250310,269747
20250311,-243153
20250312,-322136
20250313,177751
20250314,123929
20250317,-41158
20250318,-179012
20250319,-220323
20250320,1736900
20250321,-180997
20250324,-147997
20250325,-233000
20250326,-303588
20250327,-48000
20250328,-608040
20250331,-716250
20250401,143010
20250402,-178834
20250407,20099
20250408,187110
20250409,518993
20250410,216000
20250411,1519997
20250414,325100
20250415,343986
20250416,-292881
20250417,673869
20250418,547953
20250421,-92940
20250422,-50000
20250423,-310600
20250424,1308000
20250425,728020
20250428,-433960
20250429,22435
20250430,-1119103
20250502,599100
20250505,-322900
20250506,537000
20250507,-569060
20250508,863000
20250509,-496600
20250512,953265
20250513,27113
20250514,298378
20250515,-336350
20250516,-30028
20250519,-372998
20250520,26000
20250521,-806750
20250522,13000
20250523,-93980
20250526,20000
20250527,80000
20250528,276448
20250529,-75175
20250602,-245081
20250603,211960
20250604,1045204
20250605,223000
20250606,-75986
20250609,300080
20250610,233130
20250611,422272
20250612,1800770
20250613,2026601
20250616,36995
20250617,162093
20250618,95481
20250619,-470781
20250620,-82782
20250623,-95000
20250624,-555964
20250625,115771
20250626,-124030
20250627,-86990
20250630,-448000
20250701,-442629
20250702,-358161
20250703,31200
20250704,-229840
20250707,78758
20250708,77600
20250709,-652000
20250710,92125
20250711,108820
20250714,305000
20250715,1414607
20250716,314730
20250717,115198
20250718,-62850
20250721,-943295
20250722,-132168
20250723,-422025
20250724,-659952
20250725,-407500
20250728,-163000
20250729,-6025
20250730,-351905
20250731,1205950
20250801,68007
20250804,-258450
20250805,-248211
20250806,1004800
20250807,261699
20250808,1415903
20250811,-422088
20250812,-778668
20250813,-281600
20250814,-56939
20250815,-25184
20250818,269197
20250819,1413038
20250820,-146748
20250821,-847461
20250822,-410930
20250825,344200
20250826,168587
20250827,-508940
20250828,-359000
20250829,-835987
20250901,-707746
