date,net
20241001,-424319
20241004,-277738
20241007,-300421
20241008,-249813
20241009,-425068
20241011,-86587
20241014,-320109
20241015,88703
20241016,11740
20241017,-491962
20241018,-57040
20241021,522952
20241022,207473
20241023,-224059
20241024,17655
20241025,-1075546
20241028,-124315
20241029,-291658
20241030,1242460
20241101,-242552
20241104,621383
20241105,275134
20241106,1064758
20241107,-213891
20241108,355710
20241111,-24345
20241112,17381
20241113,69858
20241114,-172209
20241115,-3771
20241118,84609
20241119,3196
20241120,-83421
20241121,18006
20241122,163380
20241125,-369813
20241126,65207
20241127,78104
20241128,362002
20241129,15743
20241202,183347
20241203,-736699
20241204,973144
20241205,696693
20241206,-259070
20241209,340356
20241210,78575
20241211,140531
20241212,557055
20241213,1093574
20241216,1181135
20241217,1502627
20241218,869125
20241219,4594
20241220,294894
20241223,757099
20241224,-130462
20241225,169258
20241226,188329
20241227,349155
20241230,-274221
20241231,324738
20250102,-333863
20250103,254400
20250106,68224
20250107,253764
20250108,-408622
20250109,433059
20250110,-106332
20250113,-75755
20250114,-169465
20250115,231755
20250116,-275035
20250117,-58310
20250120,905540
20250121,-269603
20250122,93321
20250203,-374185
20250204,1020733
20250205,257947
20250206,93837
20250207,925544
20250210,-277634
20250211,145798
20250212,241323
20250213,19787
20250214,387881
20250217,-104996
20250218,-160701
20250219,-652556
20250220,-595628
20250221,-121223
20250224,-229850
20250225,-517377
20250226,107271
20250227,-397826
20250303,-472743
20250304,-239692
20250305,-462382
20250306,-622359
20250307,351839
20250310,-314929
20250311,-111263
20250312,-339675
20250313,-64654
20250314,-238633
20250317,537
20250318,220462
20250319,-203375
20250320,-400425
20250321,552
20250324,-79084
20250325,696218
20250326,6276
20250327,-47789
20250328,276522
20250331,-350684
20250401,-672551
20250402,1044
20250407,21916
20250408,123135
20250409,508388
20250410,-158949
20250411,-6396
20250414,328147
20250415,-95663
20250416,-711945
20250417,-54300
20250418,1481
20250421,184426
20250422,31451
20250423,-67948
20250424,253811
20250425,-268847
20250428,2707
20250429,-123711
20250430,-273802
20250502,632773
20250505,21603
20250506,-114759
20250507,-362258
20250508,534810
20250509,-900269
20250512,740849
20250513,471865
20250514,-187625
20250515,122520
20250516,49044
20250519,-64181
20250520,520920
20250521,213464
20250522,-295219
20250523,494653
20250526,-410518
20250527,-20857
20250528,-1347
20250529,-529209
20250602,-48675
20250603,-16648
20250604,105806
20250605,-178812
20250606,9906
20250609,-523755
20250610,85200
20250611,973
20250612,-247797
20250613,-857994
20250616,49863
20250617,681417
20250618,171382
20250619,262582
20250620,-505056
20250623,200255
20250624,-619346
20250625,618962
20250626,3291
20250627,599299
20250630,295455
20250701,623557
20250702,2878
20250703,22522
20250704,617056
20250707,359816
20250708,-64437
20250709,503664
20250710,227542
20250711,-87661
20250714,25038
20250715,-2527
20250716,419811
20250717,903574
20250718,957558
20250721,-205647
20250722,286149
20250723,-79115
20250724,184382
20250725,-26061
20250728,-111988
20250729,5414
20250730,-50075
20250731,-78176
20250801,128843
20250804,-107625
20250805,-175198
20250806,165237
20250807,-169692
20250808,65747
20250811,-31209
20250812,89669
20250813,394197
20250814,457947
20250815,71763
20250818,36709
20250819,-215175
20250820,-589556
20250821,-621465
20250822,-386989
20250825,271897
20250826,-54648
20250827,-158679
20250828,-56575
20250829,199197
20250901,-81744
20250902,-84954
20250903,259684
20250904,-584784
20250905,173374
20250908,-157444
20250909,-152673
20250910,-95947
20250911,-55793
20250912,-629034
20250915,-98680
20250916,-418145
20250917,103531
20250918,-470462
20250919,-54025
20250922,77612
20250923,-267690
20250924,-746194
20250925,-87688
20250926,-17564
20250930,-176177
20251001,-48451
20251002,-739514
20251003,-3039
20251007,372684
20251008,-104288
20251009,266504
20251013,-290320
20251014,-617470
20251015,-14839
20251016,-309711
20251017,-151200
20251020,256325
20251021,-476217
20251022,-503514
20251023,51126
20251027,-263953
20251028,-178358
20251029,152564
20251030,269825
20251031,252696
20251103,-262901
20251104,141643
20251105,-288954
20251106,833302
20251107,21361
20251110,-93822
20251111,-234602
20251112,-17949
20251113,37952
20251114,74590
20251117,-68913
20251118,-531921
20251119,6086
20251120,-1792741
20251121,-240560
20251124,-240883
20251125,-411778
20251126,41916
20251127,172149
20251128,-28697
20251201,-12778
20251202,443313
20251203,-1071735
20251204,-160109
20251205,-345625
20251208,-171430
20251209,285113
20251210,477481
20251211,-249625
20251212,-328128
20251215,-200401
20251216,-655242
20251217,184148
20251218,-74600
20251219,110737
20251222,-20690
20251223,-94465
20251224,-177004
20251226,-71360
20251229,477337
20251230,14040
20251231,296574
20260102,133273
20260105,-216681
20260106,183734
20260107,-314975
20260108,-131417
20260109,41232
20260112,-149192
20260113,29239
20260114,-880853
20260115,-410869
20260116,-55136
20260119,274504
20260120,-258682
20260121,-315985
20260122,90579
20260123,213373
20260126,35224
20260127,-298401
20260128,-386963
20260129,-599822
20260130,-762602
20260202,-290032
20260203,152974
20260204,256035
20260205,-567945
20260206,-419044
20260209,430072
20260210,72123
20260211,497873
20260223,-335134
20260224,499268
20260225,92313
20260226,58949
20260302,103330
20260303,-125860
20260304,-383693
20260305,170134
20260306,-63254
20260309,-849455
20260310,4544
20260311,819248
20260312,72946
20260313,-384498
20260316,-341120
20260317,141341
20260318,350220
20260319,-280109
20260320,647921
20260323,-510356
20260324,-314194
20260325,14683
20260326,-548802
20260327,-249474
20260330,-1522778
20260331,389057
20260401,307903
20260402,-266966
20260407,-231526
20260408,260052
20260409,-249076
20260410,350199
20260413,275213
20260414,481259
20260415,420436
20260416,2348048
20260417,379509
20260420,489556
20260421,2030249
20260422,633673
20260423,1165900
20260424,346260
20260427,66199
20260428,499850
20260429,88158
20260430,716249
20260504,-45145
20260505,-351661
20260506,1002962
20260507,-139551
20260508,307539
20260511,314794
20260512,160587
20260513,-655519
20260514,237169
20260515,319938
20260518,-260996
20260519,-123853
20260520,193914
20260521,-88985
20260522,-173659
20260525,-235125
20260526,-372565
20260527,18464
20260528,-42464
20260529,-36381
20260601,234091
20260602,-342809
20260603,-126676
20260604,-233371
20260605,-163013
20260608,18539
20260609,-168170
20260610,-66857
20260611,-170522
