date,net
20241001,-222000
20241004,1196000
20241007,310000
20241008,77025
20241009,568950
20241011,1454000
20241014,558000
20241015,-439000
20241016,-182946
20241017,59190
20241018,-437000
20241021,7000
20241022,-2446001
20241023,-475000
20241024,154000
20241025,29120
20241028,498046
20241029,-426000
20241030,209000
20241101,281000
20241104,-448000
20241105,609000
20241106,-403000
20241107,398016
20241108,-391000
20241111,-105000
20241112,459000
20241113,-183016
20241114,-797000
20241115,423000
20241118,-647008
20241119,145009
20241120,-183000
20241121,12000
20241122,480000
20241125,189000
20241126,-86000
20241127,-397000
20241128,376000
20241129,216000
20241202,-53000
20241203,-7000
20241204,107027
20241205,90000
20241206,-92000
20241209,-105000
20241210,-5000
20241211,208000
20241212,-197000
20241213,-227800
20241216,114060
20241217,225000
20241218,191800
20241219,86000
20241220,73000
20241223,334825
20241224,-148000
20241225,496000
20241226,-183000
20241227,-208000
20241230,-229000
20241231,-157000
20250102,651000
20250103,-1704000
20250106,190000
20250107,8000
20250108,58000
20250109,-128000
20250110,-23000
20250113,654999
20250114,-15000
20250115,44000
20250116,206000
20250117,-236000
20250120,968000
20250121,-393057
20250122,-175000
20250203,-126000
20250204,-241000
20250205,11000
20250206,-46000
20250207,-40000
20250210,5000
20250211,256000
20250212,-131000
20250213,53000
20250214,56000
20250217,-101000
20250218,248000
20250219,-423000
20250220,-1010000
20250221,179000
20250224,-156000
20250225,-165000
20250226,-72999
20250227,-37000
20250303,-368000
20250304,-135000
20250305,263000
20250306,-186000
20250307,-103000
20250310,5000
20250311,87000
20250312,-81000
20250313,-35000
20250314,400000
20250317,341000
20250318,-126000
20250319,-94000
20250320,142000
20250321,97000
20250324,-196000
20250325,474000
20250326,146001
20250327,350000
20250328,857455
20250331,1192000
20250401,207000
20250402,221000
20250407,28000
20250408,12000
20250409,3000
20250410,-572000
20250411,263483
20250414,272608
20250415,119909
20250416,71008
20250417,108115
20250418,-74230
20250421,105705
20250422,-374445
20250423,-205800
20250424,-180995
20250425,98097
20250428,44913
20250429,404772
20250430,-328341
20250502,-237529
20250505,9008
20250506,169137
20250507,-139404
20250508,-17584
20250509,61186
20250512,232388
20250513,182308
20250514,142422
20250515,-143329
20250516,-261952
20250519,51457
20250520,-89861
20250521,20247
20250522,-54127
20250523,44117
20250526,48175
20250527,-119189
20250528,12881
20250529,9000
20250602,-40000
20250603,86167
20250604,235413
20250605,163420
20250606,-2687823
20250609,-4624
20250610,-1303417
20250611,139114
20250612,-268000
20250613,-13000
20250616,-1017000
20250617,85000
20250618,-194000
20250619,141000
20250620,241000
20250623,-65250
20250624,-334000
20250625,-73000
20250626,-121000
20250627,194000
20250630,376018
20250701,-72938
20250702,783000
20250703,-212000
20250704,-95080
20250707,-336000
20250708,770250
20250709,179000
20250710,-84000
20250711,247000
20250714,-700000
20250715,50000
20250716,638000
20250717,471000
20250718,171000
20250721,-132000
20250722,1238000
20250723,-510000
20250724,1178021
20250725,-2975
20250728,-777046
20250729,-315897
20250730,-553000
20250731,2707000
20250801,-463000
20250804,-872000
20250805,224800
20250806,165000
20250807,-1000
20250808,-958000
20250811,-1128000
20250812,3955000
20250813,-287000
20250814,-569000
20250815,-493000
20250818,-120000
20250819,-55500
20250820,-473500
20250821,-10700
20250822,2390000
20250825,648533
20250826,-1426244
20250827,-1733795
20250828,-448750
20250829,474710
20250901,337000
20250902,-209800
20250903,-225740
20250904,-261180
20250905,33000
20250908,-884995
20250909,2956200
20250910,1156000
20250911,18866
20250912,-42218
20250915,-1170950
20250916,277850
20250917,-181150
20250918,2550026
20250919,-2902350
20250922,-2979185
20250923,1750925
20250924,-214000
20250925,509000
20250926,512030
20250930,72000
20251001,747000
20251002,-786000
20251003,-288431
20251007,-477950
20251008,227000
20251009,161000
20251013,606985
20251014,266980
20251015,-1260111
20251016,-233855
20251017,-308855
20251020,9160
20251021,-283940
20251022,-516895
20251023,720055
20251027,162015
20251028,103000
20251029,-505000
20251030,-249000
20251031,324000
20251103,1878770
20251104,226440
20251105,-264955
20251106,-1653910
20251107,15015
20251110,-1707850
20251111,378000
20251112,492000
20251113,-54000
20251114,54030
20251117,-398739
20251118,388000
20251119,106000
20251120,53190
20251121,-206705
20251124,151005
20251125,371000
20251126,861000
20251127,1240000
20251128,3241140
20251201,2024470
20251202,-483650
20251203,-628450
20251204,493800
20251205,-385250
20251208,166460
20251209,-3983460
20251210,274300
20251211,163813
20251212,-427800
20251215,518850
20251216,-205800
20251217,1223900
20251218,-782050
20251219,309000
20251222,53000
20251223,-115000
20251224,84187
20251226,22000
20251229,786000
20251230,285000
20251231,-728800
20260102,972243
20260105,-179243
20260106,-1429300
20260107,306100
20260108,699000
20260109,901000
20260112,-4154739
20260113,531350
20260114,281000
20260115,5921803
20260116,-1054671
20260119,2014005
20260120,-124930
20260121,-2134888
20260122,-2537165
20260123,-324286
20260126,-562700
20260127,712000
20260128,-252050
20260129,545250
20260130,-916450
20260202,-902300
20260203,-26950
20260204,590457
20260205,4024196
20260206,253804
20260209,427990
20260210,-2757000
20260211,-342584
