date,open,high,low,close,volume
20241001,471.5,479.0,471.0,473.5,2119158
20241004,472.0,484.5,472.0,481.0,3085803
20241007,477.5,483.5,472.5,479.5,2104374
20241008,475.0,479.0,472.0,474.0,2764827
20241009,480.0,492.0,478.5,480.0,2560730
20241011,480.0,489.0,478.0,483.5,1171450
20241014,484.0,489.5,483.0,485.0,890833
20241015,488.0,492.0,484.0,489.5,1248850
20241016,479.0,480.0,473.5,477.5,3126425
20241017,475.0,478.0,463.0,467.0,5501530
20241018,473.0,478.0,464.0,465.0,3346055
20241021,470.5,476.0,468.5,476.0,2692269
20241022,477.0,483.0,474.0,481.0,3372800
20241023,478.0,480.5,471.5,473.5,2711936
20241024,480.0,491.0,478.0,483.0,4349493
20241025,485.5,491.0,484.0,489.5,2084231
20241028,488.5,490.5,481.5,483.0,1311909
20241029,481.0,486.0,476.5,484.0,2004515
20241030,487.0,487.5,478.5,478.5,1536394
20241101,453.0,489.0,452.0,486.0,4431957
20241104,484.5,487.0,474.0,482.5,1902767
20241105,482.0,484.5,477.0,479.5,1398132
20241106,483.0,498.0,480.0,491.0,2532232
20241107,485.0,498.5,485.0,495.0,1748823
20241108,494.0,505.0,494.0,500.0,2061144
20241111,497.0,502.0,492.0,499.0,1228505
20241112,491.5,506.0,490.0,490.0,2249202
20241113,489.0,499.0,489.0,495.0,1602858
20241114,494.0,495.5,485.0,487.0,2395173
20241115,488.0,501.0,487.5,488.0,1620518
20241118,489.0,501.0,488.0,497.0,3182870
20241119,499.0,510.0,496.5,503.0,5145978
20241120,502.0,505.0,496.0,496.0,4203226
20241121,494.0,508.0,493.5,500.0,3760078
20241122,506.0,506.0,484.5,484.5,3819550
20241125,490.0,497.0,488.0,488.0,2644530
20241126,486.0,495.0,481.5,481.5,2025404
20241127,485.0,485.0,477.5,477.5,1386215
20241128,480.0,480.0,468.5,471.5,2085601
20241129,472.0,480.5,468.0,476.0,2105815
20241202,479.5,497.5,479.5,492.0,1564914
20241203,499.0,504.0,489.0,490.0,1811608
20241204,490.5,511.0,490.5,508.0,2745548
20241205,508.0,516.0,507.0,513.0,1538755
20241206,519.0,537.0,517.0,524.0,5624284
20241209,528.0,534.0,518.0,519.0,3681780
20241210,520.0,528.0,518.0,521.0,3187655
20241211,516.0,537.0,516.0,527.0,3796610
20241212,527.0,534.0,525.0,525.0,2890895
20241213,522.0,535.0,522.0,534.0,1909519
20241216,530.0,544.0,529.0,533.0,3172849
20241217,537.0,554.0,535.0,545.0,4703088
20241218,539.0,550.0,534.0,548.0,2267956
20241219,539.0,542.0,529.0,535.0,2658845
20241220,532.0,545.0,529.0,529.0,3115147
20241223,539.0,542.0,535.0,537.0,1516550
20241224,541.0,542.0,530.0,532.0,985542
20241225,534.0,535.0,526.0,535.0,666315
20241226,538.0,553.0,536.0,553.0,1962247
20241227,552.0,565.0,548.0,558.0,1866941
20241230,561.0,568.0,554.0,564.0,3300295
20241231,557.0,568.0,551.0,568.0,5525767
20250102,563.0,564.0,536.0,545.0,4217125
20250103,549.0,552.0,533.0,537.0,2938621
20250106,539.0,545.0,536.0,540.0,2071254
20250107,540.0,547.0,537.0,543.0,2333173
20250108,543.0,547.0,537.0,540.0,2193132
20250109,538.0,543.0,527.0,529.0,3124283
20250110,531.0,541.0,525.0,525.0,1897895
20250113,521.0,525.0,507.0,515.0,2798190
20250114,515.0,521.0,513.0,519.0,1166996
20250115,517.0,523.0,513.0,521.0,1592148
20250116,530.0,537.0,526.0,526.0,1682907
20250117,525.0,544.0,525.0,538.0,2663261
20250120,539.0,546.0,534.0,538.0,1995288
20250121,534.0,544.0,534.0,540.0,1427420
20250122,540.0,549.0,537.0,542.0,2081753
20250203,532.0,536.0,523.0,529.0,3239470
20250204,536.0,576.0,536.0,569.0,6709542
20250205,578.0,585.0,566.0,566.0,6304345
20250206,555.0,564.0,535.0,539.0,7191467
20250207,543.0,556.0,541.0,553.0,4053383
20250210,552.0,560.0,547.0,557.0,3577925
20250211,559.0,560.0,552.0,559.0,2316898
20250212,560.0,568.0,556.0,557.0,2362789
20250213,557.0,561.0,548.0,555.0,2936027
20250214,555.0,557.0,544.0,548.0,2500099
20250217,549.0,560.0,548.0,550.0,1575348
20250218,550.0,552.0,546.0,551.0,1089745
20250219,553.0,563.0,550.0,553.0,2366249
20250220,554.0,560.0,550.0,555.0,1510453
20250221,560.0,567.0,555.0,566.0,1821862
20250224,561.0,568.0,560.0,568.0,1887173
20250225,564.0,570.0,558.0,560.0,2189765
20250226,559.0,564.0,552.0,562.0,2553060
20250227,563.0,567.0,550.0,550.0,2315448
20250303,556.0,556.0,546.0,555.0,2077459
20250304,545.0,553.0,542.0,548.0,4167045
20250305,551.0,562.0,550.0,555.0,2392072
20250306,555.0,557.0,548.0,557.0,1649257
20250307,553.0,563.0,552.0,555.0,1798844
20250310,555.0,559.0,548.0,553.0,1732798
20250311,544.0,562.0,540.0,560.0,4988287
20250312,560.0,563.0,553.0,554.0,2064319
20250313,555.0,557.0,538.0,538.0,1634324
20250314,542.0,544.0,534.0,538.0,2309994
20250317,542.0,544.0,534.0,535.0,1449134
20250318,538.0,547.0,537.0,547.0,1397952
20250319,547.0,549.0,539.0,541.0,1309135
20250320,545.0,556.0,544.0,554.0,1633685
20250321,550.0,562.0,549.0,560.0,2491727
20250324,560.0,567.0,556.0,556.0,1838312
20250325,560.0,567.0,558.0,562.0,2325775
20250326,566.0,566.0,557.0,561.0,1480735
20250327,554.0,556.0,545.0,545.0,1924546
20250328,540.0,550.0,539.0,548.0,1943195
20250331,537.0,541.0,523.0,523.0,3061733
20250401,525.0,531.0,521.0,525.0,3372774
20250402,526.0,542.0,526.0,530.0,2377298
20250407,477.0,477.0,477.0,477.0,791352
20250408,439.0,465.0,436.0,450.5,4986534
20250409,442.0,458.5,432.5,440.0,5246874
20250410,484.0,484.0,484.0,484.0,554558
20250411,480.5,513.0,462.0,511.0,3697247
20250414,516.0,517.0,500.0,500.0,3969242
20250415,501.0,507.0,496.5,504.0,2325826
20250416,498.0,508.0,495.0,499.0,2251311
20250417,498.0,515.0,495.0,508.0,2018426
20250418,513.0,513.0,499.5,505.0,1866176
20250421,505.0,509.0,499.0,507.0,1138810
20250422,508.0,510.0,496.0,496.0,1404030
20250423,505.0,517.0,505.0,516.0,1950297
20250424,516.0,518.0,506.0,506.0,1335350
20250425,518.0,532.0,518.0,525.0,2644986
20250428,525.0,531.0,519.0,524.0,1068108
20250429,522.0,524.0,514.0,519.0,2058791
20250430,521.0,527.0,518.0,524.0,1705962
20250502,525.0,528.0,500.0,505.0,3689961
20250505,508.0,508.0,492.0,499.0,3130138
20250506,507.0,507.0,497.0,499.5,2403315
20250507,505.0,511.0,498.5,503.0,2286990
20250508,504.0,511.0,503.0,509.0,1479742
20250509,511.0,517.0,508.0,513.0,2064892
20250512,514.0,517.0,509.0,510.0,1235167
20250513,523.0,533.0,518.0,520.0,3351847
20250514,527.0,527.0,519.0,520.0,2561141
20250515,521.0,527.0,516.0,517.0,2980374
20250516,522.0,522.0,513.0,518.0,2100391
20250519,514.0,519.0,513.0,513.0,1407642
20250520,523.0,526.0,519.0,519.0,2229570
20250521,525.0,526.0,519.0,525.0,1336077
20250522,520.0,531.0,518.0,528.0,1636192
20250523,533.0,533.0,517.0,518.0,2453934
20250526,520.0,531.0,518.0,530.0,3060261
20250527,525.0,529.0,519.0,521.0,3000033
20250528,531.0,540.0,528.0,539.0,4204836
20250529,545.0,546.0,532.0,541.0,4677755
20250602,541.0,543.0,522.0,525.0,2469412
20250603,526.0,543.0,523.0,543.0,3297509
20250604,536.0,542.0,534.0,541.0,3099483
20250605,540.0,552.0,539.0,546.0,2824885
20250606,548.0,548.0,536.0,543.0,1881925
20250609,545.0,552.0,542.0,550.0,1613178
20250610,553.0,557.0,548.0,555.0,1519764
20250611,557.0,563.0,555.0,562.0,1164149
20250612,561.0,561.0,551.0,555.0,1570174
20250613,549.0,553.0,546.0,550.0,1637642
20250616,544.0,552.0,543.0,550.0,1373889
20250617,555.0,560.0,552.0,557.0,1947150
20250618,551.0,557.0,547.0,553.0,2031144
20250619,580.0,590.0,553.0,556.0,5713324
20250620,549.0,556.0,544.0,550.0,3733188
20250623,542.0,549.0,539.0,545.0,2685103
20250624,555.0,561.0,551.0,551.0,2436003
20250625,556.0,564.0,556.0,559.0,2029259
20250626,557.0,566.0,555.0,560.0,2276744
20250627,556.0,568.0,556.0,564.0,1382676
20250630,564.0,569.0,561.0,567.0,1224752
20250701,567.0,569.0,558.0,561.0,1794091
20250702,561.0,580.0,560.0,578.0,2862095
20250703,580.0,583.0,570.0,575.0,1819011
20250704,577.0,582.0,570.0,582.0,3285691
20250707,581.0,581.0,566.0,569.0,1495397
20250708,572.0,573.0,557.0,562.0,1558930
20250709,560.0,575.0,560.0,574.0,1573706
20250710,571.0,579.0,570.0,577.0,1580132
20250711,578.0,581.0,576.0,578.0,1642910
20250714,582.0,582.0,576.0,580.0,1382347
20250715,577.0,579.0,573.0,573.0,1091380
20250716,573.0,584.0,572.0,581.0,1929335
20250717,581.0,585.0,579.0,584.0,1248300
20250718,585.0,587.0,581.0,585.0,1579748
20250721,584.0,585.0,574.0,577.0,1532692
20250722,580.0,591.0,579.0,582.0,2400798
20250723,588.0,593.0,573.0,575.0,2045376
20250724,577.0,579.0,570.0,572.0,838318
20250725,572.0,578.0,567.0,572.0,1140569
20250728,578.0,578.0,570.0,576.0,788767
20250729,576.0,581.0,571.0,576.0,1384378
20250730,576.0,579.0,570.0,577.0,976767
20250731,573.0,580.0,570.0,575.0,1275326
20250801,563.0,565.0,550.0,550.0,4337447
20250804,537.0,552.0,524.0,545.0,2785329
20250805,552.0,562.0,548.0,559.0,3263839
20250806,559.0,559.0,537.0,537.0,3445707
20250807,539.0,547.0,535.0,536.0,2761031
20250808,534.0,544.0,534.0,539.0,2597149
20250811,539.0,539.0,532.0,533.0,1435322
20250812,533.0,538.0,526.0,531.0,3428998
20250813,528.0,538.0,528.0,535.0,3125291
20250814,538.0,547.0,535.0,543.0,3686375
20250815,540.0,542.0,534.0,540.0,1955520
20250818,537.0,543.0,536.0,540.0,2203376
20250819,537.0,541.0,532.0,532.0,2368183
20250820,530.0,534.0,521.0,522.0,3291695
20250821,526.0,531.0,523.0,525.0,2391256
20250822,524.0,529.0,521.0,523.0,1630717
20250825,530.0,538.0,530.0,534.0,1040155
20250826,532.0,546.0,531.0,544.0,4176066
20250827,542.0,548.0,539.0,545.0,2180905
20250828,545.0,552.0,544.0,545.0,2736565
20250829,546.0,551.0,534.0,534.0,2622935
20250901,539.0,545.0,534.0,542.0,2072836
20250902,546.0,550.0,540.0,547.0,1933179
20250903,550.0,550.0,542.0,542.0,942487
