date,net
20241001,12880
20241004,393407
20241007,-13302
20241008,-18402
20241009,-253
20241011,98057
20241014,70314
20241015,139833
20241016,45554
20241017,-28002
20241018,175700
20241021,200229
20241022,154870
20241023,35879
20241024,104059
20241025,-149026
20241028,2722
20241029,95584
20241030,58550
20241101,-75383
20241104,-74353
20241105,-30408
20241106,33179
20241107,-31293
20241108,56006
20241111,-114778
20241112,205190
20241113,-54301
20241114,-25467
20241115,-15649
20241118,11825
20241119,-92300
20241120,8693
20241121,90098
20241122,-41466
20241125,-25205
20241126,-27709
20241127,71589
20241128,174077
20241129,14797
20241202,-27719
20241203,-69616
20241204,222389
20241205,94117
20241206,5629
20241209,81287
20241210,147771
20241211,29407
20241212,67919
20241213,170701
20241216,-6994
20241217,147251
20241218,-1225
20241219,116056
20241220,104157
20241223,55035
20241224,27141
20241225,-72097
20241226,-41015
20241227,-10701
20241230,-50034
20241231,32429
20250102,-74156
20250103,-137770
20250106,89947
20250107,210334
20250108,4198
20250109,-15054
20250110,-44486
20250113,-118824
20250114,-2822
20250115,78761
20250116,123564
20250117,34521
20250120,115479
20250121,30417
20250122,-97499
20250203,-126094
20250204,8385
20250205,-23543
20250206,-37201
20250207,177375
20250210,-41965
20250211,-3368
20250212,51
20250213,-559521
20250214,-476690
20250217,-190199
20250218,59987
20250219,-98094
20250220,-59432
20250221,-14003
20250224,-236975
20250225,-89869
20250226,-8054
20250227,-21587
20250303,30654
20250304,-196729
20250305,196055
20250306,-3891
20250307,-40708
20250310,-33891
20250311,97683
20250312,-315834
20250313,78291
20250314,-4640
20250317,-31805
20250318,12485
20250319,-144668
20250320,57587
20250321,-48890
20250324,62481
20250325,119506
20250326,509
20250327,-20116
20250328,-75960
20250331,154852
20250401,52754
20250402,-33656
20250407,25142
20250408,88096
20250409,460099
20250410,37472
20250411,358239
20250414,-69519
20250415,73090
20250416,-31339
20250417,-65092
20250418,-47108
20250421,-61074
20250422,-23001
20250423,237017
20250424,42998
20250425,17519
20250428,-115492
20250429,-48795
20250430,-60181
20250502,68790
20250505,77934
20250506,-72712
20250507,-96921
20250508,-129064
20250509,99948
20250512,-182709
20250513,47385
20250514,-7065
20250515,-11442
20250516,17062
20250519,-139338
20250520,-25646
20250521,-44899
20250522,-27946
20250523,-251396
20250526,-9803
20250527,-22070
20250528,54606
20250529,-17670
20250602,-359679
20250603,-167040
20250604,79237
20250605,-137189
20250606,-130408
20250609,26234
20250610,141861
20250611,274316
20250612,4505
20250613,113428
20250616,-220685
20250617,-105184
20250618,73300
20250619,-2916
20250620,-124972
20250623,22699
20250624,89295
20250625,-22781
20250626,-53344
20250627,63605
20250630,-79830
20250701,135182
20250702,26354
20250703,-21590
20250704,9159
20250707,61273
20250708,-9349
20250709,512
20250710,-57824
20250711,-148065
20250714,-450158
20250715,-366055
20250716,-194101
20250717,-6207
20250718,154386
20250721,-791254
20250722,-312134
20250723,-56739
20250724,-31225
20250725,-171884
20250728,-27725
20250729,-68254
20250730,-35483
20250731,-18082
20250801,25751
20250804,-198806
20250805,121602
20250806,-75124
20250807,129000
20250808,-61731
20250811,-110244
20250812,26331
20250813,-38507
20250814,-68959
20250815,-107481
20250818,-292720
20250819,-145379
20250820,-251720
20250821,-6854
20250822,41402
20250825,39998
20250826,9503
20250827,51301
20250828,-34351
20250829,-214222
20250901,287301
20250902,157849
20250903,96831
20250904,50345
20250905,25455
20250908,154286
20250909,-88846
20250910,-25232
20250911,-70055
20250912,-6417
20250915,-151533
20250916,-200838
20250917,-134281
20250918,-137263
20250919,-84575
20250922,-107661
20250923,-38973
20250924,-270474
20250925,-411353
20250926,-300680
20250930,-169708
20251001,-92064
20251002,-262317
20251003,-62664
20251007,-182077
20251008,38222
20251009,-64085
20251013,-166186
20251014,113308
20251015,-262805
20251016,193418
20251017,-224226
20251020,-310397
20251021,256184
20251022,-179464
20251023,-33882
20251027,-40060
20251028,-2692
20251029,-113488
20251030,-403230
20251031,-573337
20251103,-154178
20251104,-15464
20251105,-320877
20251106,411597
20251107,239663
20251110,-233618
20251111,-208423
20251112,-164916
20251113,-39589
20251114,-217928
20251117,367688
20251118,-203222
20251119,-340074
20251120,-130984
