date,net
20241007,2000
20241008,159
20241009,172
20241011,205
20241014,11272
20241015,25262
20241016,10503
20241017,3779
20241018,247
20241021,6747
20241022,500
20241023,2812
20241024,2289
20241025,252
20241028,4000
20241029,9034
20241030,2325
20241101,179
20241104,5494
20241105,510
20241106,3334
20241107,26
20241108,5553
20241111,457
20241112,367
20241113,224
20241114,456
20241115,34
20241118,246
20241119,396
20241120,-10100
20241121,663
20241122,30157
20241125,444
20241126,110
20241127,7349
20241128,182
20241129,119
20241202,246
20241203,-24
20241205,23
20241209,250
20241212,0
20241216,4000
20241217,10
20241218,1
20241219,1
20241225,439
20241231,1000
20250109,1
20250110,3001
20250113,3
20250114,1
20250115,3
20250116,-1000
20250117,4
20250120,-27
20250121,-997
20250122,3
20250203,1
20250204,-173
20250205,5
20250206,-95
20250207,-13997
20250210,-18966
20250211,-18232
20250212,20754
20250213,8769
20250214,-225
20250217,-638
20250218,-236
20250219,-233
20250220,-456
20250221,-238
20250224,8674
20250225,9646
20250226,47020
20250227,38010
20250303,1000
20250304,-13239
20250305,0
20250306,5462
20250307,-13000
20250310,-4000
20250311,22000
20250312,-4208
20250313,1000
20250314,6000
20250317,17738
20250318,-7000
20250319,2000
20250320,-1000
20250321,2000
20250324,2000
20250325,-2000
20250327,0
20250328,-2000
20250331,3000
20250401,5000
20250402,3104
20250408,1000
20250409,4000
20250410,-59000
20250411,22000
20250414,43000
20250415,37000
20250416,-47000
20250417,-22000
20250418,-15910
20250421,-8000
20250422,8000
20250423,14000
20250424,36000
20250425,44000
20250428,-29000
20250429,-9000
20250430,14000
20250502,18000
20250505,-5000
20250506,27000
20250507,16000
20250508,-1000
20250509,-39000
20250512,20000
20250513,-13000
20250514,1000
20250515,9000
20250516,-9000
20250519,-31000
20250520,-7000
20250521,19000
20250522,28000
20250523,-5000
20250526,-17000
20250527,-7000
20250528,-22000
20250529,-8000
20250602,-22000
20250603,2000
20250604,19000
20250605,12000
20250606,-4820
20250609,0
20250610,22000
20250611,-100000
20250612,-11000
20250613,-28000
20250616,1000
20250617,11000
20250618,-9000
20250619,-9000
20250620,-2000
20250623,5000
20250624,-21000
20250625,5050
20250626,36000
20250627,-20000
20250630,-1000
20250701,7000
20250702,-4000
20250703,4000
20250704,-5000
20250707,-3989
20250708,1739
20250709,13000
20250710,44419
20250711,-13642
20250714,93000
20250715,15365
20250716,24532
20250717,9955
20250718,63000
20250721,38900
20250722,-884
20250723,-47885
20250724,-14029
20250725,-6813
20250728,-11813
20250729,-18171
20250730,-485
20250731,-21216
20250801,-5993
20250804,-31000
20250805,12000
20250806,4000
20250807,-10795
20250808,-15000
20250811,-28000
20250812,13000
20250813,-35000
20250814,6160
20250815,-3800
20250818,3000
20250819,6055
20250820,3000
20250821,24000
20250822,-6000
20250825,14000
20250826,16673
20250827,1000
20250828,-3250
20250829,-56999
20250901,-88798
20250902,-23378
20250903,-4000
20250904,11919
20250905,-4050
20250908,41000
20250909,64930
20250910,-27205
20250911,36807
20250912,-30000
20250915,-13150
20250916,-11000
20250917,-31942
20250918,11010
20250919,4920
20250922,106000
20250923,-16950
20250924,-25000
20250925,-39000
20250926,-47058
20250930,5000
20251001,-29911
20251002,1000
20251003,-1743
20251007,-5000
20251008,-18900
20251009,-4000
20251013,2000
20251014,-12000
20251015,3110
20251016,2000
20251017,-7149
20251020,0
20251021,5020
20251022,-4000
20251023,27000
20251027,9815
20251028,91781
20251029,28153
20251030,-56805
20251031,-8149
20251103,-12000
20251104,-6990
20251105,-8000
20251106,-1000
20251107,-15747
20251110,-44000
20251111,3243
20251112,-25207
20251113,-13769
20251114,-23776
20251117,-6000
20251118,21000
20251119,18570
20251120,-4929
20251121,-7000
20251124,25000
20251125,4000
20251126,-1000
20251127,-16951
20251128,4297
20251201,1000
20251202,8000
20251203,-11000
20251204,-1990
20251205,14000
20251208,-11000
20251209,39000
20251210,1000
20251211,-21119
20251212,2000
20251215,6000
20251216,-1003
20251217,0
20251218,7000
20251219,3000
20251222,7000
20251223,2000
20251224,-3000
20251226,0
20251229,7000
20251230,2010
20251231,18000
20260102,-22890
20260105,34100
20260106,-11000
20260107,-9000
20260108,-1000
20260109,-4000
20260112,2000
20260113,-14000
20260114,9000
20260115,10000
20260116,-24230
20260119,-30000
20260120,47000
20260121,-14000
20260122,14974
20260123,21000
20260126,-6000
20260127,18000
20260128,-4360
20260129,61420
20260130,31950
20260202,66730
20260203,66950
20260204,10990
20260205,73050
20260206,68005
20260209,52976
20260210,-16000
20260211,-56021
20260223,15753
20260224,9871
20260225,59000
20260226,-27120
20260302,6980
20260303,26000
20260304,-5068
20260305,14000
20260306,-9000
20260309,54000
20260310,-39000
20260311,-17990
20260312,-35000
20260313,-13000
20260316,-27000
20260317,-10000
20260318,35230
20260319,-27927
20260320,-22950
20260323,10010
20260324,17000
20260325,135000
20260326,-11000
20260327,43000
20260330,171170
20260331,274000
20260401,21091
20260402,155000
20260407,-4045
20260408,2000
20260409,46000
20260410,1075
20260413,28414
20260414,26440
20260415,-16075
20260416,-60000
20260417,41970
20260420,-14407
20260421,-4988
20260422,144997
20260423,238515
20260424,232020
20260427,261835
20260428,-8750
20260429,2002
20260430,32000
20260504,80900
20260505,52370
20260506,78065
20260507,-9950
20260508,45230
20260511,999
20260512,0
20260513,50072
20260514,41937
20260515,-93571
20260518,45980
20260519,-9996
20260520,116141
20260521,-69322
20260522,7002
20260525,2097
20260526,52000
20260527,12192
20260528,-8853
20260529,10845
20260601,-32613
20260602,12006
20260603,-9700
20260604,3020
20260605,-3000
20260608,45002
20260609,-24902
20260610,50805
20260611,8934
