date,net
20241001,-644691
20241004,-1768313
20241007,-748817
20241008,130850
20241009,694834
20241011,-33743
20241014,734317
20241015,277422
20241016,72535
20241017,-394026
20241018,1777844
20241021,911191
20241022,611196
20241023,-811610
20241024,393186
20241025,1408170
20241028,258742
20241029,-193938
20241030,-69741
20241101,329850
20241104,-53497
20241105,295749
20241106,-19855
20241107,691263
20241108,580219
20241111,-158667
20241112,-384492
20241113,942870
20241114,371271
20241115,-549185
20241118,378378
20241119,143122
20241120,331146
20241121,-489627
20241122,-552976
20241125,-362518
20241126,88044
20241127,863118
20241128,-256795
20241129,-93367
20241202,-1092289
20241203,-742528
20241204,-989840
20241205,-3460312
20241206,308383
20241209,195887
20241210,-1121413
20241211,1163026
20241212,-2048683
20241213,-434464
20241216,-1522275
20241217,-601106
20241218,-294794
20241219,-911453
20241220,500677
20241223,-510998
20241224,-161296
20241225,246623
20241226,-9240
20241227,710051
20241230,-477940
20241231,-195128
20250102,-98402
20250103,591357
20250106,-19125
20250107,298863
20250108,2127987
20250109,437158
20250110,997722
20250113,1267976
20250114,566320
20250115,270018
20250116,39992
20250117,-15123
20250120,143478
20250121,346471
20250122,478054
20250203,-692028
20250204,1459427
20250205,1349078
20250206,358845
20250207,1031681
20250210,-695378
20250211,1033179
20250212,-2402753
20250213,-1967687
20250214,-878476
20250217,383478
20250218,-172105
20250219,-6299309
20250220,-2853703
20250221,-996339
20250224,-3038539
20250225,-1622857
20250226,-250067
20250227,-1265796
20250303,-875573
20250304,-525613
20250305,-1103307
20250306,-312988
20250307,-2346432
20250310,-711050
20250311,60060
20250312,-140381
20250313,-568049
20250314,-406575
20250317,-31777
20250318,126740
20250319,153100
20250320,-531269
20250321,1071030
20250324,-461672
20250325,452891
20250326,-241215
20250327,-781951
20250328,-212156
20250331,257747
20250401,-720296
20250402,-324123
20250407,440683
20250408,-274033
20250409,1712787
20250410,-267753
20250411,194015
20250414,-454744
20250415,-271367
20250416,-45019
20250417,-280062
20250418,-287305
20250421,-168478
20250422,-512884
20250423,131503
20250424,236019
20250425,-558855
20250428,-493080
20250429,381955
20250430,-94507
20250502,-261059
20250505,830515
20250506,671605
20250507,112338
20250508,338568
20250509,862485
20250512,628516
20250513,856818
20250514,1280410
20250515,821953
20250516,177101
20250519,711880
20250520,345922
20250521,1143896
20250522,221433
20250523,557704
20250526,1142603
20250527,498888
20250528,665779
20250529,387294
20250602,344409
20250603,-173906
20250604,238628
20250605,635944
20250606,-218487
20250609,1185417
20250610,330160
20250611,811631
20250612,555930
20250613,486371
20250616,132033
20250617,-7561
20250618,890947
20250619,-465831
20250620,-222455
20250623,-907626
20250624,-80616
20250625,330889
20250626,125615
20250627,200187
20250630,-76196
20250701,745803
20250702,390816
20250703,763028
20250704,138081
20250707,-304650
20250708,1140691
20250709,1181092
20250710,822305
20250711,-10122
20250714,-976056
20250715,330169
20250716,-470436
