date,net
20241001,-4000
20241004,-7000
20241007,-1000
20241008,142000
20241009,-114000
20241011,-18000
20241014,0
20241015,0
20241016,-1000
20241017,2000
20241018,0
20241021,9000
20241022,14000
20241023,-1000
20241024,-8000
20241025,-2000
20241028,-3000
20241029,-16000
20241030,-8000
20241101,2000
20241104,1000
20241105,4000
20241106,-5000
20241107,-3000
20241108,-4000
20241111,4000
20241112,1000
20241113,0
20241114,-5000
20241115,0
20241118,10000
20241119,5000
20241120,6000
20241121,0
20241122,3000
20241125,1000
20241126,5000
20241127,2000
20241128,4000
20241129,21000
20241202,-3000
20241203,0
20241204,8000
20241205,0
20241206,-2000
20241209,4000
20241210,8000
20241211,3000
20241212,0
20241213,4000
20241216,-9000
20241217,6000
20241218,1000
20241219,9000
20241220,7000
20241223,4000
20241224,12000
20241225,11000
20241226,26000
20241227,-2000
20241230,-1000
20241231,-14000
20250102,-3000
20250103,-5000
20250106,-2000
20250107,1000
20250108,-1000
20250109,29000
20250110,-82000
20250113,30000
20250114,-3000
20250115,0
20250116,27000
20250117,-1000
20250120,-18000
20250121,-1000
20250122,2000
20250203,8000
20250204,-5000
20250205,-2000
20250206,21000
20250207,6000
20250210,-5000
20250211,-4000
20250212,-24997
20250213,22001
20250214,29000
20250217,4000
20250218,-6000
20250219,1000
20250220,28000
20250221,-4000
20250224,6000
20250225,0
20250226,-1000
20250227,-14000
20250303,-35000
20250304,13000
20250305,1000
20250306,9000
20250307,-5000
20250310,-4000
20250311,-8000
20250312,3001
20250313,-6000
20250314,6000
20250317,34001
20250318,-1000
20250319,2000
20250320,3000
20250321,0
20250324,0
20250325,-11000
20250326,2000
20250327,-4000
20250328,-17000
20250331,19000
20250401,13000
20250402,6000
20250408,-8000
20250409,-4000
20250410,46000
20250411,9000
20250414,0
20250415,18000
20250416,-7000
20250417,16000
20250418,1000
20250421,-5000
20250422,4000
20250423,12000
20250424,-4000
20250425,-1000
20250428,2000
20250429,4000
20250430,14000
20250502,3000
20250505,-13000
20250506,2000
20250507,0
20250508,-2000
20250509,8000
20250512,2000
20250513,-3000
20250514,0
20250515,41000
20250516,0
20250519,-15000
20250520,-83000
20250521,-7000
20250522,-15000
20250523,23000
20250526,26000
20250527,17000
20250528,23000
20250529,19000
20250602,11000
20250603,17000
20250604,12000
20250605,9000
20250606,18000
20250609,20000
20250610,20000
20250611,15000
20250612,39000
20250613,-47000
20250616,-100000
20250617,2000
20250618,-58000
20250619,-91000
20250620,190100
20250623,518000
20250624,-319100
20250625,-47000
20250626,-37000
20250627,-199000
20250630,-95000
20250701,-3000
20250702,285000
20250703,-52000
20250704,-64000
20250707,-164000
20250708,-27000
20250709,-120000
20250710,83000
20250711,27000
20250714,-83000
20250715,51000
20250716,5000
20250717,129000
20250718,23000
20250721,-72000
20250722,17000
20250723,48000
20250724,-15000
20250725,-124000
20250728,4000
20250729,0
20250730,-22000
20250731,138000
20250801,-7000
20250804,-8000
20250805,-17000
20250806,-18000
20250807,20000
20250808,32000
20250811,19000
20250812,34000
20250813,30000
20250814,13000
20250815,32000
20250818,51000
20250819,-18000
20250820,129000
20250821,194000
20250822,58000
20250825,73000
20250826,65000
20250827,202000
20250828,269000
20250829,183000
20250901,168000
20250902,156000
20250903,44000
20250904,36000
20250905,75000
20250908,102000
20250909,147000
20250910,-315000
20250911,95000
20250912,-105000
20250915,-14000
20250916,-99000
20250917,-20000
20250918,-55000
20250919,47000
20250922,-45000
20250923,-2000
20250924,22000
20250925,-105000
20250926,84000
20250930,126000
20251001,-135000
20251002,22000
20251003,-67000
20251007,-130000
20251008,2000
20251009,-16000
20251013,20000
20251014,61000
20251015,-130000
20251016,75000
20251017,-25000
20251020,-22000
20251021,-113000
20251022,89000
20251023,93000
20251027,-152000
20251028,-197000
20251029,-101000
20251030,-108000
20251031,49000
20251103,-55000
20251104,-127000
20251105,-18000
20251106,-36000
20251107,-37000
20251110,-61000
20251111,-163000
20251112,50000
20251113,-34000
20251114,-43000
20251117,-8000
20251118,-7000
20251119,0
20251120,-10000
20251121,-19000
20251124,6000
20251125,7000
20251126,-5000
20251127,-26000
20251128,-13000
20251201,-21000
20251202,-12000
20251203,15000
20251204,-15000
20251205,6000
20251208,-4000
20251209,-12000
20251210,23117
20251211,18000
20251212,103883
20251215,38000
20251216,-31000
