date,open,high,low,close,volume
20241001,47.35,47.6,46.2,46.25,9547143
20241004,46.35,46.75,45.35,45.5,14395203
20241007,45.6,45.65,44.6,45.15,16466974
20241008,44.85,44.95,43.85,44.4,16129225
20241009,44.6,44.75,43.5,43.5,12576869
20241011,42.8,42.85,42.0,42.5,15285116
20241014,42.35,43.8,42.25,43.8,8008215
20241015,44.0,44.5,43.95,44.05,8178628
20241016,43.65,43.65,42.6,42.65,11893181
20241017,43.1,44.45,43.05,44.3,9743634
20241018,44.5,44.85,43.85,43.85,9185302
20241021,44.4,44.8,43.8,44.6,5236309
20241022,44.4,44.5,43.7,44.2,5007553
20241023,44.2,44.4,43.5,43.65,4901063
20241024,43.65,43.65,42.9,42.9,5263763
20241025,43.2,43.45,42.8,43.05,3398825
20241028,43.5,43.6,42.6,43.35,4627594
20241029,43.0,43.1,42.05,42.3,6888673
20241030,42.9,43.45,42.1,42.3,6259551
20241101,41.7,41.75,40.7,41.45,11717538
20241104,41.25,41.4,39.9,40.2,19083966
20241105,39.3,40.4,39.25,40.05,11473987
20241106,40.3,40.9,40.3,40.75,7450356
20241107,40.75,42.1,40.75,42.05,9074420
20241108,42.1,42.3,40.65,40.7,10531647
20241111,40.8,40.85,39.85,40.4,6588951
20241112,39.6,40.1,38.9,39.0,11592885
20241113,38.25,38.7,37.6,38.15,20121287
20241114,38.05,38.1,36.85,36.85,17259366
20241115,36.85,38.2,36.8,37.5,7752391
20241118,37.3,37.75,36.95,37.25,7943381
20241119,37.45,37.7,36.75,37.05,7397033
20241120,37.1,37.1,36.0,36.25,13220274
20241121,36.5,36.8,36.05,36.65,7916403
20241122,37.0,37.25,35.85,35.85,10076378
20241125,36.25,36.5,35.6,36.3,15913103
20241126,36.2,36.7,35.65,35.8,7747989
20241127,35.8,36.1,34.95,34.95,10414006
20241128,34.8,34.85,33.4,33.75,22429391
20241129,33.55,33.65,32.95,33.45,23639962
20241202,33.8,34.4,33.0,33.05,17919109
20241203,33.55,33.8,33.0,33.8,16089060
20241204,33.9,34.3,33.1,33.25,14152137
20241205,33.45,33.65,33.0,33.0,9192159
20241206,33.2,33.85,33.05,33.15,9429099
20241209,33.65,33.65,32.4,32.5,12982746
20241210,32.6,33.35,32.05,32.3,11322112
20241211,31.75,31.8,30.25,30.5,26585899
20241212,30.65,31.45,30.65,30.9,12983934
20241213,30.2,30.3,29.2,29.4,20737199
20241216,29.7,29.95,28.8,28.8,35316633
20241217,30.0,31.6,29.7,30.75,34188242
20241218,31.1,32.45,30.8,32.2,28832845
20241219,31.3,33.35,31.0,31.85,31927551
20241220,31.25,31.4,30.4,30.4,17874435
20241223,31.0,32.1,30.8,31.0,13856149
20241224,31.2,32.7,31.2,31.9,16028105
20241225,32.1,32.1,31.1,31.2,9875400
20241226,31.2,31.8,30.7,30.7,7365083
20241227,31.1,31.1,30.3,30.8,5670157
20241230,30.5,30.5,29.75,29.75,8705077
20241231,29.4,29.5,28.8,29.25,14628298
20250102,29.1,29.15,28.4,28.45,11193940
20250103,28.55,29.3,27.6,27.65,15271916
20250106,28.05,28.4,27.6,27.6,19122475
20250107,28.8,29.9,27.8,28.4,41521324
20250108,28.55,28.75,27.35,27.45,21770674
20250109,27.1,27.1,25.75,25.75,31125418
20250110,25.75,26.8,25.7,25.95,21576966
20250113,25.75,26.0,24.7,25.4,22593776
20250114,25.7,26.65,25.5,26.65,22426075
20250115,26.35,28.25,26.0,28.0,26117024
20250116,28.0,30.1,28.0,28.85,48191579
20250117,29.05,29.7,29.0,29.55,18817738
20250120,29.85,30.8,29.1,30.8,22774036
20250121,30.5,30.55,29.6,30.0,14872547
20250122,30.4,30.45,29.8,30.1,12270531
20250203,29.0,29.55,27.4,27.95,26680370
20250204,28.2,28.2,27.15,27.25,13771345
20250205,27.55,27.75,27.3,27.5,8406328
20250206,27.6,27.9,27.25,27.75,10063022
20250207,27.95,28.85,27.6,28.8,10455761
20250210,28.5,28.5,27.85,28.0,7454238
20250211,28.3,28.65,27.6,27.6,9372066
20250212,27.5,28.35,27.5,27.9,13046135
20250213,27.55,30.65,27.4,30.65,29711896
20250214,31.0,33.55,29.6,32.3,86058631
20250217,32.45,34.6,31.85,34.35,61618182
20250218,34.35,36.65,33.65,35.6,70572131
