date,open,high,low,close,volume
20241001,187.0,193.0,183.0,191.5,25891514
20241004,193.0,193.5,184.5,190.5,17713805
20241007,192.0,200.5,187.0,194.0,21741917
20241008,193.0,197.0,190.0,192.0,12714370
20241009,201.5,211.0,196.0,210.5,49444317
20241011,211.5,217.5,205.5,207.5,29676717
20241014,209.0,228.0,207.0,228.0,35803391
20241015,237.0,250.5,228.0,234.0,49967000
20241016,234.0,238.0,213.5,229.5,62662557
20241017,238.0,252.0,225.5,247.0,61977032
20241018,247.5,251.5,232.0,232.0,43981639
20241021,234.5,241.5,229.5,230.0,29751201
20241022,231.0,241.5,230.5,241.5,29568998
20241023,239.5,252.5,237.0,251.5,39449921
20241024,247.5,249.0,228.0,229.0,40835348
20241025,230.0,232.5,222.0,224.0,32868501
20241028,224.0,224.5,205.5,214.0,35256119
20241029,212.0,222.5,208.5,220.0,36941401
20241030,218.0,219.0,210.0,213.5,26776259
20241101,207.5,224.0,205.5,221.5,28189620
20241104,220.0,242.5,218.5,234.0,44336241
20241105,236.0,255.0,236.0,250.0,57995314
20241106,252.5,254.5,246.0,254.0,39920869
20241107,253.5,258.0,251.0,251.5,26554083
20241108,255.5,272.5,250.5,251.5,43650577
20241111,254.5,261.0,251.5,252.0,26918457
20241112,249.0,256.0,242.5,252.5,23462942
20241113,255.0,257.5,242.5,244.0,24314345
20241114,244.5,248.5,238.5,239.5,16771159
20241115,243.5,244.0,220.0,230.0,29227554
20241118,226.5,228.0,216.0,222.5,19127842
20241119,224.5,234.0,218.5,230.0,29475962
20241120,231.5,240.0,220.5,222.0,43571609
20241121,222.0,231.5,219.0,229.5,27063397
20241122,232.5,233.5,221.0,226.0,24273474
20241125,228.0,245.0,227.0,239.5,33648719
20241126,238.5,242.0,231.5,239.0,25327741
20241127,242.0,249.5,235.5,244.0,35274538
20241128,246.5,247.5,232.0,232.5,33904320
20241129,230.5,245.0,230.5,244.5,26620978
20241202,245.0,249.0,238.5,242.5,28602055
20241203,246.0,253.5,242.0,242.5,28771118
20241204,245.0,266.5,244.0,266.5,42610941
20241205,267.5,270.5,255.0,255.0,36858684
20241206,256.5,259.5,251.0,251.0,21377818
20241209,246.0,250.5,240.0,241.0,19071146
20241210,241.0,246.0,238.5,240.5,16960283
20241211,240.5,244.5,238.5,243.0,10156859
20241212,248.0,254.0,245.0,247.0,20248828
20241213,247.0,259.0,246.5,257.5,31536579
20241216,260.0,267.5,232.0,232.0,38077005
20241217,232.5,237.0,226.5,236.0,20121016
20241218,235.0,252.0,228.0,249.0,33267146
