date,net
20241001,-408000
20241004,-426900
20241007,122780
20241008,-302000
20241009,-334000
20241011,7000
20241014,1535000
20241015,411000
20241016,882222
20241017,498319
20241018,-149900
20241021,-91958
20241022,-306003
20241023,1446250
20241024,182260
20241025,-17656
20241028,42000
20241029,-302000
20241030,67000
20241101,294000
20241104,-75000
20241105,115000
20241106,7007
20241107,37000
20241108,-450030
20241111,3101697
20241112,-555151
20241113,367775
20241114,-163000
20241115,-50985
20241118,-15362
20241119,-504000
20241120,-173666
20241121,-43000
20241122,135822
20241125,252260
20241126,-379984
20241127,-419000
20241128,-28000
20241129,-196000
20241202,-133000
20241203,-206304
20241204,177000
20241205,609000
20241206,387925
20241209,-1610988
20241210,40050
20241211,-217000
20241212,-184351
20241213,-21135
20241216,-133000
20241217,-113000
20241218,-47000
20241219,-45034
20241220,-181003
20241223,46000
20241224,-193000
20241225,70477
20241226,-87000
20241227,-313000
20241230,-98000
20241231,-3016
20250102,-306000
20250103,-43000
20250106,-38000
20250107,-719000
20250108,115970
20250109,-374000
20250110,-207950
20250113,-231000
20250114,-23000
20250115,-181957
20250116,41000
20250117,12000
20250120,311000
20250121,-46000
20250122,315000
20250203,-783012
20250204,243000
20250205,173000
20250206,10225
20250207,861000
20250210,-298000
20250211,277000
20250212,293000
20250213,627000
20250214,395000
20250217,1126032
20250218,567900
20250219,-48000
20250220,839000
20250221,904389
20250224,205000
20250225,240677
20250226,-2952
20250227,90371
20250303,126495
20250304,387970
20250305,46000
20250306,167009
20250307,68000
20250310,63000
20250311,-251152
20250312,-261226
20250313,595950
20250314,-219617
20250317,-48000
20250318,101000
20250319,-238982
20250320,236709
20250321,17013
20250324,-143000
20250325,-16873
20250326,193000
20250327,-188291
20250328,75000
20250331,199000
20250401,-38000
20250402,9293
20250407,3020
20250408,20000
20250409,24593
20250410,359985
20250411,272539
20250414,-257209
20250415,112662
20250416,176611
20250417,53902
20250418,-24945
20250421,356980
20250422,-96855
20250423,412744
20250424,-32763
20250425,467334
20250428,-15567
20250429,159986
20250430,36412
20250502,277860
20250505,193404
20250506,177638
20250507,7874
20250508,264356
20250509,460982
20250512,-5859
20250513,7972
20250514,-515891
20250515,109107
20250516,92711
20250519,-18703
20250520,1033698
20250521,657222
20250522,235727
20250523,85293
20250526,939185
20250527,-238346
20250528,32495
20250529,213202
20250602,355239
20250603,199576
20250604,647951
20250605,32586
20250606,48601
20250609,272078
20250610,681267
20250611,900635
20250612,291630
20250613,246582
20250616,-278951
20250617,1056084
20250618,558859
20250619,51910
20250620,17087
20250623,406830
20250624,636245
20250625,83872
20250626,467637
20250627,183542
20250630,425279
20250701,345614
20250702,84605
20250703,67205
20250704,385909
20250707,314909
20250708,323290
20250709,-53692
20250710,626900
20250711,-431168
20250714,408995
20250715,259025
20250716,217757
20250717,373917
20250718,409903
20250721,6250
20250722,225408
20250723,-101220
20250724,-47958
20250725,-44573
20250728,-107947
20250729,131000
20250730,-9010
20250731,-82000
20250801,78998
20250804,-1653781
20250805,238248
20250806,5649
20250807,46993
20250808,919742
20250811,-988570
20250812,647647
20250813,-948583
20250814,94036
20250815,191233
20250818,426000
20250819,-204519
20250820,-20444
20250821,-321994
20250822,-57703
20250825,-295258
