date,net
20241001,-210048
20241004,237600
20241007,130600
20241008,-54660
20241009,313292
20241011,154552
20241014,296200
20241015,737000
20241016,208119
20241017,366000
20241018,131117
20241021,-60600
20241022,-126660
20241023,-852000
20241024,-285956
20241025,199020
20241028,96000
20241029,-57000
20241030,65000
20241101,98679
20241104,-133640
20241105,115877
20241106,-66000
20241107,563945
20241108,-297664
20241111,-334967
20241112,-453593
20241113,-13756
20241114,-47916
20241115,79000
20241118,142105
20241119,44844
20241120,-45275
20241121,-115280
20241122,12944
20241125,35260
20241126,32382
20241127,-280826
20241128,142467
20241129,-176281
20241202,68591
20241203,205000
20241204,17651
20241205,220825
20241206,273825
20241209,12050
20241210,66000
20241211,181400
20241212,85000
20241213,-153238
20241216,63000
20241217,-320967
20241218,194000
20241219,6175
20241220,-281374
20241223,53762
20241224,-710400
20241225,-277662
20241226,35846
20241227,-120983
20241230,-72690
20241231,-3502
20250102,181941
20250103,-427817
20250106,159342
20250107,-10668
20250108,140132
20250109,-110345
20250110,28765
20250113,-166679
20250114,-321199
20250115,-39576
20250116,51468
20250117,-6845
20250120,-3602
20250121,26435
20250122,84436
20250203,-61211
20250204,-150563
20250205,129263
20250206,990
20250207,-110220
20250210,-147421
20250211,41064
20250212,226
20250213,364583
20250214,-14640
20250217,115380
20250218,-16588
20250219,-18508
20250220,-175579
20250221,-75505
20250224,-122858
20250225,-24845
20250226,66962
20250227,-217995
20250303,-340626
20250304,9160
20250305,80116
20250306,-126179
20250307,105095
20250310,-1109053
20250311,45972
20250312,294536
20250313,-369131
20250314,204401
20250317,871630
20250318,-38942
20250319,44621
20250320,727058
20250321,-204468
20250324,305682
20250325,8000
20250326,-112309
20250327,482359
20250328,-80000
20250331,144420
20250401,35000
20250402,70249
20250407,-61990
20250408,-104248
20250409,-34559
20250410,-110000
20250411,650253
20250414,-56325
20250415,269987
20250416,249002
20250417,328993
20250418,173438
20250421,41129
20250422,60436
20250423,-248250
20250424,493918
20250425,105675
20250428,676582
20250429,70182
20250430,-386069
20250502,191199
20250505,-114165
20250506,-168579
20250507,-108730
20250508,-234822
20250509,82639
20250512,207602
20250513,49744
20250514,290667
20250515,-28068
20250516,-439470
20250519,109208
20250520,-89950
20250521,440526
20250522,-124908
20250523,28783
20250526,-290460
20250527,-20805
20250528,144602
20250529,109304
20250602,-46093
20250603,254875
20250604,122370
20250605,-352944
20250606,85312
20250609,-604573
20250610,1161758
20250611,241027
20250612,-1108149
20250613,256639
20250616,-21300
20250617,224713
20250618,659853
20250619,-473106
20250620,-864658
20250623,160759
20250624,-237107
20250625,402457
20250626,718330
20250627,-2386631
20250630,-406123
20250701,221239
20250702,-219668
20250703,3263214
20250704,3123550
20250707,-962362
20250708,-593578
20250709,-318810
20250710,-1136894
20250711,-368276
20250714,249060
20250715,-2226341
20250716,-65876
20250717,-29606
20250718,-1072483
20250721,-473972
20250722,-780302
20250723,275643
20250724,-183493
20250725,80101
20250728,81000
20250729,-244479
20250730,156111
20250731,713000
20250801,-158000
20250804,119013
20250805,815663
20250806,375240
20250807,57000
20250808,-381140
20250811,1216750
20250812,1650000
20250813,1283895
20250814,337144
20250815,-4433
20250818,-131354
20250819,-23522
20250820,-211416
20250821,160739
20250822,75203
20250825,130000
20250826,115890
20250827,477920
20250828,292720
20250829,-7145
20250901,69000
20250902,81177
20250903,347516
20250904,260958
20250905,696885
20250908,66570
20250909,502610
20250910,713370
20250911,689200
20250912,1171325
20250915,859620
20250916,918000
20250917,224820
20250918,595174
20250919,499996
20250922,-330742
20250923,657466
20250924,460900
20250925,204016
20250926,-81749
20250930,-384306
20251001,-193870
20251002,-701583
20251003,-250690
20251007,-120814
20251008,25100
20251009,-231249
20251013,-408794
20251014,475349
20251015,-169712
20251016,1127283
20251017,-1756229
20251020,49996
20251021,256852
20251022,309100
20251023,185686
20251027,-161104
20251028,60814
20251029,15000
20251030,-187330
20251031,160251
20251103,70931
20251104,153219
20251105,218097
20251106,291830
20251107,1440547
20251110,109327
20251111,-230414
20251112,4452749
20251113,1609374
20251114,-465367
20251117,296339
20251118,796316
20251119,537000
20251120,114644
20251121,129602
20251124,-35516
20251125,-316570
20251126,-542440
20251127,-477370
20251128,-3201880
20251201,-616945
20251202,-210945
20251203,-971145
20251204,-571582
20251205,-23820
20251208,-2810815
20251209,39519
20251210,121361
20251211,-304224
20251212,607610
20251215,-258170
20251216,-356340
20251217,339000
20251218,582995
20251219,-2527255
20251222,363328
20251223,643850
20251224,-2207580
20251226,-1652813
20251229,-114892
20251230,-1817581
20251231,-4539205
20260102,-1077907
