date,net
20241001,-400000
20241004,-50000
20241007,23423
20241008,61000
20241009,-349000
20241011,50300
20241014,457000
20241015,-2272000
20241016,-602891
20241017,-54000
20241018,-938000
20241021,593000
20241022,-84308
20241023,-357000
20241024,-358000
20241025,-2606075
20241028,-3309000
20241029,4839500
20241030,-3303000
20241101,1121000
20241104,-2367500
20241105,-871000
20241106,-3897000
20241107,-73916
20241108,-647318
20241111,-351776
20241112,366025
20241113,3335963
20241114,3081101
20241115,-58000
20241118,-649000
20241119,-220000
20241120,-476522
20241121,195170
20241122,-451000
20241125,-600991
20241126,247000
20241127,-197000
20241128,182000
20241129,39458
20241202,-45000
20241203,610000
20241204,917000
20241205,4278080
20241206,-1482735
20241209,-433092
20241210,170600
20241211,-508002
20241212,-372990
20241213,-66000
20241216,-105000
20241217,-1200978
20241218,-415999
20241219,-173000
20241220,-1459900
20241223,19000
20241224,172000
20241225,-113908
20241226,138000
20241227,244000
20241230,-379500
20241231,-75977
20250102,-216000
20250103,-681000
20250106,1967180
20250107,543000
20250108,223000
20250109,4407935
20250110,501700
20250113,-652000
20250114,-1020366
20250115,2073
20250116,228999
20250117,-442000
20250120,935268
20250121,-532000
20250122,301000
20250203,-659045
20250204,254000
20250205,637015
20250206,886000
20250207,676000
20250210,581000
20250211,225000
20250212,-21302
20250213,983954
20250214,477000
20250217,684000
20250218,-550000
20250219,-325000
20250220,165000
20250221,-1212211
20250224,209000
20250225,128000
20250226,-123000
20250227,-453712
20250303,-189505
20250304,-457000
20250305,30000
20250306,-58964
20250307,-397000
20250310,182000
20250311,-64000
20250312,707545
20250313,-6000
20250314,135000
20250317,288000
20250318,110000
20250319,-385000
20250320,1392000
20250321,107049
20250324,-6000
20250325,-391020
20250326,-572000
20250327,-380000
20250328,-652433
20250331,-49653
20250401,19000
20250402,106455
20250407,122800
20250408,337000
20250409,-1427000
20250410,-765000
20250411,337219
20250414,-478092
20250415,415652
20250416,-71932
20250417,49636
20250418,-45647
20250421,-156531
20250422,702421
20250423,643132
20250424,-39796
20250425,285515
20250428,426999
20250429,17000
20250430,82155
20250502,-11155
20250505,725061
20250506,474990
20250507,-22786
20250508,175966
20250509,-11051
20250512,399535
20250513,171245
20250514,113956
20250515,-101119
20250516,108751
20250519,-28233
20250520,-18099
20250521,250712
20250522,-179012
20250523,134000
20250526,99164
20250527,-140090
20250528,-215241
20250529,175950
20250602,-495334
20250603,-126294
20250604,203106
20250605,107293
20250606,277793
20250609,-21085
20250610,438915
20250611,59075
20250612,16820
20250613,-420184
20250616,239000
20250617,115084
20250618,107000
20250619,-166930
20250620,-111000
20250623,-82173
20250624,-870741
20250625,99562
20250626,628109
20250627,339027
20250630,-497000
20250701,-228757
20250702,353625
20250703,-20000
20250704,-660000
20250707,-49855
20250708,-69276
20250709,-554633
20250710,-101075
20250711,317624
20250714,-7943
20250715,31085
20250716,-206812
20250717,203885
20250718,-336417
20250721,-27000
20250722,-657000
20250723,461064
20250724,269000
20250725,205000
20250728,445000
20250729,-4000
20250730,78085
20250731,-650000
20250801,65000
20250804,-1579849
20250805,-192088
20250806,-2198500
20250807,-1104000
20250808,-999988
20250811,-328085
20250812,3952
20250813,-269000
20250814,356123
20250815,-10000
20250818,-87092
20250819,192170
20250820,-239900
20250821,313023
20250822,-466000
20250825,316000
20250826,338868
20250827,383000
20250828,271000
20250829,-1105971
20250901,-940000
20250902,-76887
20250903,52000
20250904,-1112945
20250905,-2499000
20250908,-43970
20250909,-2237927
20250910,-1931000
20250911,-804000
20250912,430300
20250915,252887
20250916,-443130
20250917,520100
20250918,1957908
20250919,-1333000
20250922,287000
20250923,347968
20250924,209000
20250925,-306812
20250926,-427000
20250930,138592
20251001,-201952
20251002,-23694
20251003,239000
20251007,581000
20251008,-366000
20251009,399000
20251013,-571000
20251014,-77538
20251015,-106733
20251016,693000
20251017,257000
20251020,1056950
20251021,146000
20251022,450000
20251023,-390000
20251027,118622
20251028,468050
20251029,-41000
20251030,-279868
20251031,-777000
20251103,-259750
20251104,-1106750
20251105,-1644979
20251106,337074
20251107,-102500
20251110,777024
20251111,-48000
20251112,191200
20251113,606000
20251114,-307000
20251117,-43582
20251118,-261000
20251119,39000
20251120,258000
20251121,-60949
20251124,19536
20251125,553000
20251126,329000
20251127,106000
20251128,34000
20251201,202980
20251202,281000
20251203,490550
20251204,44927
20251205,159820
20251208,741000
20251209,130100
20251210,54900
20251211,509000
20251212,174020
20251215,473000
20251216,35000
20251217,44000
20251218,503000
20251219,421000
20251222,923000
20251223,-179000
20251224,-174000
20251226,-168000
20251229,-950000
20251230,53030
20251231,211000
20260102,562000
20260105,-31000
20260106,1506000
20260107,27000
20260108,-2209900
20260109,-19000
20260112,780178
20260113,-169253
20260114,1910000
20260115,-2099000
20260116,689425
20260119,-329000
20260120,-468000
20260121,-313000
20260122,628676
20260123,-21600
20260126,864000
20260127,-1525000
20260128,1247000
20260129,-4961371
20260130,-26018
20260202,-193000
20260203,-113300
20260204,18000
20260205,604900
20260206,-517670
20260209,1026000
20260210,367321
20260211,-65000
20260223,4279091
20260224,2181000
20260225,-3987193
20260226,-714057
20260302,-568166
20260303,-4402030
20260304,1150951
20260305,-2157000
20260306,1198650
20260309,2082019
20260310,-1595817
20260311,-1819760
20260312,-850084
20260313,-854900
20260316,-359073
20260317,682260
20260318,5665165
20260319,-302000
20260320,4111256
20260323,-525514
20260324,-3693050
20260325,-1466144
20260326,1988141
20260327,1512700
20260330,-1708600
20260331,1160942
20260401,-1646000
20260402,362950
20260407,-821020
20260408,650000
20260409,-606000
20260410,-667177
20260413,-141703
20260414,6038873
20260415,-2591350
20260416,-2619462
20260417,-1239600
20260420,-618292
20260421,10480309
20260422,-371930
20260423,84202
20260424,667152
20260427,511900
20260428,146104
20260429,-284500
20260430,-785170
20260504,184035
20260505,-1556706
20260506,111065
20260507,-5620870
20260508,-3064830
20260511,3567598
20260512,-6371706
20260513,-1242976
20260514,-433426
20260515,458641
20260518,1338793
20260519,-720000
20260520,-2315130
20260521,4168956
20260522,5687237
20260525,2751035
20260526,2386775
20260527,-2147030
20260528,818789
20260529,-1515104
20260601,713717
20260602,1564310
20260603,267904
20260604,16222
20260605,9000
20260608,-110829
20260609,-855145
20260610,-603000
20260611,-5188125
