date,net
20241001,-193514
20241004,-75363
20241007,353279
20241008,-160628
20241009,-20296
20241011,97639
20241014,-43891
20241015,110153
20241016,-124113
20241017,-132455
20241018,80409
20241021,38410
20241022,163980
20241023,-74046
20241024,-65164
20241025,30072
20241028,90225
20241029,-97913
20241030,8352
20241101,-122722
20241104,-96418
20241105,-245163
20241106,-168117
20241107,-258705
20241108,-427784
20241111,405737
20241112,-475315
20241113,-291173
20241114,-243841
20241115,364670
20241118,-83601
20241119,-340286
20241120,-121772
20241121,-252900
20241122,313000
20241125,134893
20241126,3218
20241127,176345
20241128,104922
20241129,-53266
20241202,87256
20241203,-13272
20241204,98617
20241205,167495
20241206,291895
20241209,-8952
20241210,28729
20241211,-135784
20241212,30572
20241213,-122203
20241216,495315
20241217,-258849
20241218,14302
20241219,-124008
20241220,-435002
20241223,-45263
20241224,570000
20241225,126872
20241226,492601
20241227,-44742
20241230,211921
20241231,-451694
20250102,55872
20250103,-83945
20250106,266204
20250107,160008
20250108,790924
20250109,-444000
20250110,321425
20250113,610000
20250114,333009
20250115,433146
20250116,227569
20250117,779322
20250120,218823
20250121,393237
20250122,918203
20250203,409044
20250204,174473
20250205,3008
20250206,171230
20250207,466295
20250210,389000
20250211,-82533
20250212,460395
20250213,482000
20250214,784000
20250217,515017
20250218,914853
20250219,1161000
20250220,559000
20250221,-226125
20250224,613201
20250225,6216
20250226,158693
20250227,281057
20250303,213537
20250304,160000
20250305,19990
20250306,19069
20250307,-129686
20250310,-80000
20250311,65952
20250312,-168052
20250313,-115000
20250314,51000
20250317,344033
20250318,-38000
20250319,-127994
20250320,81007
20250321,22096
20250324,-71000
20250325,-149000
20250326,39000
20250327,-188000
20250328,-181000
20250331,-324000
20250401,54000
20250402,3315
20250407,33000
20250408,310000
20250409,329000
20250410,-27236
20250411,-111609
20250414,-215211
20250415,111033
20250416,-141999
20250417,-25909
20250418,-106208
20250421,-80967
20250422,-37625
20250423,49341
20250424,32219
20250425,-23207
20250428,78822
20250429,83853
20250430,-75021
20250502,-83179
20250505,1587
20250506,106057
20250507,-21318
20250508,55961
20250509,-11709
20250512,-43960
20250513,-33509
20250514,-9775
20250515,-114946
20250516,-325554
20250519,854
20250520,126614
20250521,-70351
20250522,225698
20250523,31993
20250526,162259
20250527,-28021
20250528,3173
20250529,-105578
20250602,-136488
20250603,-293188
20250604,204511
20250605,84912
20250606,-39053
20250609,46653
20250610,477203
20250611,129796
20250612,70000
20250613,-36000
20250616,11000
20250617,21114
20250618,34000
20250619,-215905
20250620,-79000
20250623,-44000
20250624,111383
20250625,-25426
20250626,307108
20250627,43114
20250630,-116000
20250701,-138416
20250702,194000
20250703,83000
20250704,45000
20250707,-804
20250708,29500
20250709,-46299
20250710,42427
20250711,25004
20250714,-12889
20250715,-259633
20250716,14000
20250717,122295
20250718,-127000
20250721,-92251
20250722,-43000
20250723,192088
20250724,-183294
20250725,231950
20250728,63882
20250729,86000
20250730,-378000
20250731,-65780
20250801,70000
20250804,-245976
20250805,450435
20250806,228000
20250807,-206674
20250808,-161985
20250811,-23000
20250812,65000
20250813,-393000
20250814,-362832
20250815,-352000
20250818,-378000
20250819,-563000
20250820,-186000
20250821,-302969
20250822,-466250
20250825,-459000
20250826,-422462
20250827,-774000
20250828,3800449
20250829,402038
20250901,-150000
20250902,151000
20250903,293606
20250904,235107
20250905,223000
20250908,1168000
20250909,479000
20250910,206000
20250911,85000
20250912,290455
20250915,1593694
20250916,1689000
20250917,1350853
20250918,694352
20250919,460000
20250922,344000
20250923,1788936
20250924,39000
20250925,-165976
20250926,289000
20250930,-25731
20251001,-178906
20251002,293000
20251003,92000
20251007,804253
20251008,14000
20251009,415000
20251013,49353
20251014,145000
20251015,161600
20251016,312600
20251017,787060
20251020,467068
20251021,-49000
20251022,272000
20251023,218000
20251027,200970
20251028,234068
20251029,31000
20251030,366000
20251031,-78000
20251103,1250
20251104,89000
20251105,1082000
20251106,672000
20251107,204000
20251110,1008989
20251111,-228000
20251112,191000
20251113,58000
20251114,163000
20251117,585442
20251118,2642000
20251119,639000
20251120,846000
20251121,-1737022
20251124,162020
20251125,512000
20251126,-164894
20251127,312000
20251128,470000
20251201,270000
20251202,360000
20251203,-57000
20251204,-363980
20251205,275025
20251208,529000
20251209,923000
20251210,-303050
20251211,798950
20251212,-1509000
20251215,-887000
20251216,-2592000
20251217,-1678910
20251218,-2938000
20251219,-312913
20251222,-4931040
20251223,-227011
20251224,93500
20251226,-16428
20251229,-889000
20251230,-611000
20251231,-477510
20260102,2380000
20260105,-2760000
20260106,3462990
20260107,788000
20260108,1965330
20260109,3192620
20260112,-3255780
20260113,-1903960
20260114,1740985
20260115,576000
20260116,2709023
20260119,-1233453
20260120,90000
20260121,-6037000
20260122,1018548
20260123,917400
20260126,937600
20260127,740200
20260128,-10624800
20260129,597300
20260130,1289050
20260202,3114050
20260203,-851400
20260204,-221621
20260205,-1247900
20260206,399250
20260209,2790274
20260210,-1600999
20260211,-140045
20260223,1878790
20260224,1125129
20260225,1061850
20260226,1945267
20260302,-376000
20260303,1026950
20260304,629133
20260305,1021000
20260306,392067
20260309,-200170
20260310,-267000
20260311,-775578
20260312,-720000
20260313,-778000
20260316,-77100
20260317,118012
20260318,-371223
20260319,-1496975
20260320,-1193713
20260323,-198000
20260324,-110710
20260325,-309691
20260326,1300443
20260327,-733528
20260330,-566539
20260331,2007524
20260401,-376000
20260402,-176668
20260407,-1014000
