date,net
20241001,-212521
20241004,-6765074
20241007,-2748486
20241008,-2308850
20241009,12781073
20241011,7667276
20241014,1782214
20241015,12434487
20241016,900566
20241017,4490889
20241018,18071397
20241021,1798488
20241022,14032788
20241023,382324
20241024,1682380
20241025,3467229
20241028,5148606
20241029,3578015
20241030,1411128
20241101,83758
20241104,6072056
20241105,4479470
20241106,5405268
20241107,2345616
20241108,7937268
20241111,3181761
20241112,-3966136
20241113,1071972
20241114,-9178304
20241115,-34645703
20241118,-2988714
20241119,-16642251
20241120,-2916078
20241121,-4919068
20241122,-2900856
20241125,-3920381
20241126,504260
20241127,-12272034
20241128,-505080
20241129,-2760427
20241202,-1237046
20241203,-3196761
20241204,-3203076
20241205,-2318335
20241206,1408979
20241209,-2650143
20241210,-4257503
20241211,-10730147
20241212,-2252331
20241213,-5788662
20241216,-12497071
20241217,-7958173
20241218,-4691369
20241219,-6415182
20241220,-152618
20241223,7916247
20241224,3110121
20241225,934515
20241226,-764503
20241227,114745
20241230,-1468791
20241231,-1894541
20250102,-7059547
20250103,3287372
20250106,189332
20250107,-80897
20250108,-121442
20250109,-2098348
20250110,-7288989
20250113,-20623047
20250114,-16709754
20250115,-14082097
20250116,-13518160
20250117,-4997566
20250120,-1509355
20250121,-795967
20250122,-6232849
20250203,-23206120
20250204,-19512157
20250205,-5913995
20250206,-1810547
20250207,8107915
20250210,-12684
20250211,4950959
20250212,568117
20250213,-976767
20250214,-1581023
20250217,-19593
20250218,5043274
20250219,8142862
20250220,-1925871
20250221,1747576
20250224,-6548003
20250225,-13158833
20250226,127280
20250227,-17823807
20250303,-9105856
20250304,1288515
20250305,502313
20250306,-1668527
20250307,-4187721
20250310,-1531198
20250311,-9432778
20250312,-1236182
20250313,1563166
20250314,-4063305
20250317,-5394456
20250318,2130164
20250319,-9834188
20250320,1660164
20250321,-1131039
20250324,-8974686
20250325,-5754462
20250326,1908485
20250327,-2259102
20250328,-6844374
20250331,-11712913
20250401,138888
20250402,-2017809
20250407,3571840
20250408,13305865
20250409,1232969
20250410,-1336803
20250411,11976903
20250414,1805222
20250415,-5399530
20250416,1137055
20250417,-1114602
20250418,-383440
20250421,5094324
20250422,-1505841
20250423,5099788
20250424,-1098357
20250425,2895510
20250428,9723859
20250429,-4875372
20250430,-2839925
20250502,14945292
20250505,4610048
20250506,8188149
20250507,4126534
20250508,-3178657
20250509,2944063
20250512,1637224
20250513,2252259
20250514,18738141
20250515,9884851
20250516,1907752
20250519,1486056
20250520,-865563
20250521,2868933
20250522,-3064356
20250523,-1411575
20250526,2850232
20250527,552715
20250528,4314873
20250529,1520282
20250602,1092850
20250603,3837283
20250604,3801176
20250605,2058290
20250606,-6731086
20250609,-1995322
20250610,6802989
20250611,-1381849
20250612,5649913
20250613,4816646
20250616,-510674
20250617,327160
20250618,-1043441
20250619,-2928544
20250620,-233947
20250623,-1589857
20250624,6035650
20250625,6393187
20250626,-4915619
20250627,-1711871
20250630,5558060
20250701,14996400
20250702,-541757
20250703,103408
20250704,555565
20250707,2128289
20250708,-447396
20250709,-501475
20250710,-3804128
20250711,-1533660
20250714,3203192
20250715,3300968
20250716,1025193
20250717,-6280146
20250718,-1843379
20250721,-1367366
20250722,-14103832
20250723,-6628122
20250724,717150
20250725,-157749
20250728,3452202
20250729,-3182416
20250730,1613065
20250731,24744044
20250801,5001438
20250804,5006608
20250805,12178378
20250806,4516170
20250807,4604468
20250808,5079406
20250811,425177
20250812,-12255424
20250813,-30393180
20250814,-9021068
20250815,-8137204
20250818,-4844214
20250819,-1678616
20250820,-13994338
20250821,-8902568
20250822,-5974549
20250825,-4530481
20250826,-9212058
20250827,-1086443
20250828,-1582632
20250829,-5519844
20250901,-9164390
20250902,-3220330
20250903,-1676977
20250904,-2488467
20250905,-1586029
20250908,-1814286
20250909,1908216
20250910,9308521
20250911,-6210134
20250912,8026454
20250915,863215
20250916,-1895278
20250917,866257
20250918,9963959
20250919,5602168
20250922,3790051
20250923,17868906
20250924,-4811482
20250925,3950853
20250926,5334227
20250930,3187797
20251001,6057992
20251002,10406867
20251003,16475668
20251007,6708366
20251008,6761692
20251009,3139516
20251013,4223607
20251014,-6790543
20251015,-1855630
20251016,-1798445
20251017,38942
20251020,-26562
20251021,-8744862
20251022,-720471
20251023,9115410
20251027,21480248
20251028,-1671258
20251029,157828
20251030,3366700
20251031,-3435485
20251103,1569778
20251104,-6580514
20251105,-1472762
20251106,2987453
20251107,-888616
20251110,2616713
20251111,1506608
20251112,-1817738
20251113,-6167134
20251114,-5380071
20251117,-942858
20251118,-4294162
20251119,-3447933
20251120,676102
20251121,-1732635
20251124,-215918
20251125,452440
20251126,112641
20251127,1811926
20251128,-2573802
20251201,5638864
20251202,5497063
20251203,8283715
20251204,5332441
20251205,12627909
20251208,3629004
20251209,2645292
20251210,2514731
20251211,638435
20251212,1128241
20251215,771173
20251216,-13981161
20251217,-36192689
20251218,-13856159
20251219,-8757184
20251222,-8729518
20251223,-6131340
20251224,-5013960
20251226,-6111022
20251229,-5187138
20251230,-4637728
20251231,2611321
20260102,6264833
20260105,-3960500
20260106,3262021
20260107,-1086237
20260108,-6470418
20260109,23756529
20260112,-5341099
20260113,2409965
20260114,10282990
20260115,-1912493
20260116,11194789
20260119,-5423004
20260120,-2918391
20260121,-1257420
20260122,6937461
20260123,9394
20260126,11545821
20260127,4849331
20260128,1765630
20260129,705271
20260130,2329452
20260202,-2433002
20260203,364957
20260204,68804
20260205,-1199002
20260206,5668338
20260209,5815930
20260210,6626575
20260211,5392852
20260223,1933086
20260224,1898095
20260225,21510998
20260226,-2529319
20260302,27622414
20260303,3081289
20260304,-9633893
20260305,-1462977
20260306,-2473375
20260309,-4474750
20260310,-2220405
20260311,5771513
20260312,-1403173
20260313,129639
20260316,930260
20260317,106112
20260318,4992137
20260319,-2965288
20260320,20816
20260323,-860863
20260324,2046132
20260325,457430
20260326,4133168
20260327,372998
20260330,-5112124
20260331,-1730524
20260401,5987397
20260402,-3610982
20260407,889926
20260408,33829891
20260409,15308566
20260410,12375221
20260413,10421
20260414,2139716
20260415,-10294798
20260416,6888534
20260417,8109084
20260420,6869146
20260421,6299896
20260422,-2309354
20260423,-3069192
20260424,3504690
20260427,-2901
20260428,-6085265
20260429,1303960
20260430,-8598588
20260504,1987113
20260505,819536
20260506,17163823
20260507,-1596300
20260508,1549102
20260511,1925611
20260512,2581888
20260513,616138
20260514,-3077829
20260515,-28049388
20260518,-9047098
20260519,-10787604
20260520,-1750342
20260521,10735833
20260522,8683781
20260525,-9635857
20260526,-3255459
20260527,-8860372
20260528,-5072169
20260529,17287292
20260601,4667873
20260602,22605979
20260603,9218387
20260604,1158068
20260605,-1586677
20260608,1494818
20260609,-2730136
20260610,11434214
20260611,5173299
