date,net
20241001,-336870
20241004,-48197
20241007,105779
20241008,297589
20241009,17890
20241011,-31915
20241014,92773
20241015,-308759
20241016,-19042
20241017,-42108
20241018,-116355
20241021,307185
20241022,-153675
20241023,198012
20241024,-8204
20241025,225542
20241028,-76848
20241029,308682
20241030,-86362
20241101,-2097
20241104,210756
20241105,-91411
20241106,402848
20241107,113644
20241108,123215
20241111,38693
20241112,367859
20241113,-133390
20241114,278913
20241115,70186
20241118,-187124
20241119,340191
20241120,-212412
20241121,402993
20241122,-358221
20241125,-271428
20241126,-313232
20241127,29897
20241128,76923
20241129,-72780
20241202,-277473
20241203,-10890
20241204,295773
20241205,-129972
20241206,-483696
20241209,204141
20241210,584478
20241211,-216002
20241212,723589
20241213,96285
20241216,678767
20241217,955101
20241218,-506246
20241219,-75839
20241220,-44718
20241223,-23659
20241224,43384
20241225,-18162
20241226,32513
20241227,-71117
20241230,-341178
20241231,258056
20250102,-554618
20250103,-10177
20250106,321116
20250107,-377483
20250108,-208135
20250109,94703
20250110,-216017
20250113,-125195
20250114,-17989
20250115,-215239
20250116,268481
20250117,-95018
20250120,506911
20250121,63921
20250122,-546375
20250203,230799
20250204,100065
20250205,45997
20250206,-566239
20250207,915249
20250210,-261218
20250211,175582
20250212,102503
20250213,27530
20250214,-102404
20250217,1215378
20250218,900179
20250219,-86635
20250220,-80185
20250221,-33737
20250224,338982
20250225,61997
20250226,-26875
20250227,-433464
20250303,128659
20250304,-561989
20250305,-418698
20250306,-23578
20250307,-305479
20250310,-264956
20250311,-55160
20250312,-163938
20250313,-267980
20250314,86648
20250317,-125315
20250318,-209309
20250319,-240589
20250320,67230
20250321,-388634
20250324,194498
20250325,-161000
20250326,246421
20250327,-185392
20250328,-262884
20250331,24858
20250401,259579
20250402,169253
20250407,31294
20250408,2402
20250409,574179
20250410,54558
20250411,336691
20250414,-157900
20250415,303099
20250416,-11114
20250417,331373
20250418,-10020
20250421,-102784
20250422,-19990
20250423,412731
20250424,-328713
20250425,46829
20250428,989062
20250429,95929
20250430,-50307
20250502,-228173
20250505,-202226
20250506,-215598
20250507,14367
20250508,-75746
20250509,-107190
20250512,158124
20250513,-162530
20250514,-135829
20250515,-85635
20250516,25385
20250519,10328
20250520,-201509
20250521,6028
20250522,-181968
20250523,-51851
20250526,-71230
20250527,27685
20250528,271632
20250529,-191282
20250602,-474891
20250603,116194
20250604,535379
20250605,32195
20250606,-309256
20250609,-259348
20250610,109424
20250611,188325
20250612,-152638
20250613,-584273
20250616,-302998
20250617,-46936
20250618,-203748
