stock_id,name,sector,signal_date,entry_date,entry_price,exit_date,exit_price,exit_reason,holding_days,return_pct,label,rsi,ret_20d,cv_sharpe,cv_win_rate,bias_ma5,bias_ma10,bias_ma20,ma_bull,mom5,mom20,vol20,dist_high60,sector_ret20,sector_strong,chip_dir,taiex_bull,taiex_bias
4919,新唐,IC設計,20231017,20231018,130.0,20231207,142.0,MA10,36,9.23,1,62.5,-1.5,0.0,0.0,0.6192,1.841,1.4436,0.0,1.5625,-1.5152,1.2067,-8.4507,5.11,1.0,,0.0,-0.22
4979,華星光,光通訊,20231017,20231018,156.0,20231115,171.0,MA10,20,9.62,1,62.7,-12.9,3.29,0.5,1.2616,5.4269,8.2328,0.0,10.1083,-12.8571,5.3267,-23.1738,-1.07,0.0,0.0,0.0,-0.22
3205,十銓,記憶體,20231018,20231019,43.6,20240108,47.85,MA10,56,9.75,1,51.6,0.9,-2.53,0.22,-0.6269,0.991,1.5421,0.0,4.6455,0.9434,2.6723,-22.8829,-3.0,0.0,0.0,0.0,-1.36
2388,威盛,IC設計,20231019,20231020,116.5,20231110,126.0,MA10,15,8.15,1,52.0,0.0,0.24,0.44,-1.6854,1.9983,2.3606,0.0,3.3755,0.0,4.8264,-19.1419,1.62,0.0,,0.0,-1.23
2441,超豐,封測,20231019,20231020,58.6,,,OPEN,,,,65.9,-0.3,2.06,0.67,1.2636,2.9805,2.5869,0.0,5.292,-0.3454,1.2579,-7.68,3.06,1.0,0.0,0.0,-1.23
3034,聯詠,IC設計,20231019,20231020,440.0,20231205,503.0,MA10,32,14.32,1,59.4,-2.0,0.0,0.0,0.9206,0.9206,1.1417,1.0,1.5046,-2.0112,1.4681,-5.4957,1.62,0.0,0.0,0.0,-1.23
3034,聯詠,IC設計,20231023,20231024,429.5,20231116,485.0,MA10,17,12.92,1,42.2,-0.2,0.0,0.0,-1.0345,-0.8864,-0.629,0.0,-0.2317,-0.2317,1.3731,-7.2198,2.0,0.0,0.0,0.0,-2.29
3535,晶彩科,CoPoS封裝,20231027,20231030,18.85,20240227,24.1,MA10,78,27.85,1,63.4,0.5,-10.39,0.08,0.9693,3.2773,2.3472,0.0,8.0692,0.5362,2.4868,-2.5974,0.81,0.0,,0.0,-2.6
6789,采鈺,CoPoS封裝,20231027,20231030,214.5,20231207,295.5,MA10,28,37.76,1,50.0,2.2,0.0,0.0,-0.4247,0.7882,0.6439,0.0,2.1792,2.1792,3.1162,-7.4561,0.81,0.0,,0.0,-2.6
3034,聯詠,IC設計,20231030,20231031,454.5,20240126,520.0,MA10,62,14.41,1,72.5,5.2,0.0,0.0,3.7411,3.8245,4.1955,1.0,4.9942,5.2386,1.6135,-2.5862,7.47,1.0,0.0,0.0,-2.41
6664,群翊,CoPoS封裝,20231030,20231031,155.5,20240416,166.5,MA10,109,7.07,1,61.7,4.2,4.58,0.5,2.0729,2.8156,2.6856,1.0,6.2092,4.1667,2.3996,-6.6092,2.09,0.0,,0.0,-2.41
2388,威盛,IC設計,20231031,20231101,120.0,20231110,126.0,FLOOR,7,5.0,1,48.3,0.4,3.03,0.33,-1.1628,-0.3767,-0.5225,0.0,1.2766,0.4219,5.1013,-11.5242,6.25,1.0,,0.0,-3.22
2467,志聖,CoPoS封裝,20231031,20231101,44.4,20231214,61.0,MA10,31,37.39,1,45.9,-0.9,2.14,0.4,-0.3819,0.1242,-0.2755,0.0,0.226,-0.8939,0.747,-6.8277,-2.08,0.0,,0.0,-3.22
3535,晶彩科,CoPoS封裝,20231031,20231101,18.2,20240227,24.1,MA10,76,32.42,1,44.1,-0.8,-10.31,0.11,-2.5627,-0.0821,-0.4093,0.0,-3.9474,-0.8152,2.5828,-5.1948,-2.08,0.0,,0.0,-3.22
5289,宜鼎,記憶體,20231031,20231101,298.5,,,OPEN,,,,58.9,0.5,0.0,0.0,1.5678,4.1048,1.7673,1.0,6.2389,0.5059,3.0068,-4.4872,0.15,0.0,0.0,0.0,-3.22
8086,宏捷科,光通訊,20231102,20231103,112.0,20231120,123.0,MA10,11,9.82,1,73.7,3.2,-0.48,0.39,4.6142,9.1193,7.3362,1.0,16.6667,3.2258,3.3029,-7.0539,2.57,0.0,0.0,0.0,-0.68
3034,聯詠,IC設計,20231103,20231106,496.0,20240308,592.0,MA10,80,19.35,1,75.8,10.8,0.0,0.0,2.1586,6.3049,8.0226,1.0,10.6481,10.7764,1.854,-1.4433,8.65,1.0,0.0,1.0,0.02
3105,穩懋,光通訊,20231103,20231106,155.0,,,OPEN,,,,79.8,11.9,0.0,0.0,2.8005,10.6211,11.3784,0.0,18.0392,11.8959,3.2455,-0.6601,2.45,0.0,0.0,1.0,0.02
3406,玉晶光,光學,20231103,20231106,390.5,20240402,484.5,MA10,97,24.07,1,56.4,2.7,0.0,0.0,0.5208,0.9942,0.6781,1.0,2.6596,2.6596,1.3849,-3.3792,1.81,0.0,0.0,1.0,0.02
3450,聯鈞,光通訊,20231103,20231106,61.4,20240229,67.5,MA10,74,9.93,1,59.8,-3.2,4.28,0.61,1.4372,2.2402,1.9226,1.0,3.056,-3.1898,2.269,-5.1562,2.45,0.0,0.0,1.0,0.02
5289,宜鼎,記憶體,20231103,20231106,297.0,,,OPEN,,,,66.5,0.0,0.0,0.0,2.0612,4.6175,4.9932,1.0,9.2527,0.0,2.977,-1.6026,0.3,0.0,0.0,1.0,0.02
6664,群翊,CoPoS封裝,20231103,20231106,165.0,20240509,186.0,MA10,121,12.73,1,51.8,1.0,4.58,0.5,0.445,0.445,0.1744,0.0,0.0,0.9585,2.5964,-9.1954,0.59,0.0,,1.0,0.02
2345,智邦,光通訊,20231106,20231107,550.0,20240313,465.0,SL,82,-15.45,0,69.2,3.7,0.0,0.0,3.7626,4.8197,4.0451,1.0,5.5227,3.6822,2.9543,-1.8349,4.24,1.0,0.0,1.0,0.9
2451,創見,記憶體,20231106,20231107,79.4,20240416,90.0,MA10,104,13.35,1,70.5,3.8,-6.4,0.17,1.4957,1.9587,1.7131,1.0,2.288,3.8251,0.8506,0.0,-0.48,0.0,0.0,1.0,0.9
2357,華碩,AI伺服器,20231107,20231108,357.5,20240103,465.0,MA10,39,30.07,1,55.2,-6.9,0.0,0.0,0.2552,1.712,0.6406,0.0,4.5858,-6.8511,1.746,-17.4065,-12.14,0.0,0.0,1.0,1.12
3008,大立光,光學,20231107,20231108,2130.0,20240103,2685.0,MA10,39,26.06,1,83.4,2.9,0.0,0.0,2.1378,4.091,3.6519,1.0,3.8647,2.8708,1.3059,-1.1494,2.21,0.0,0.0,1.0,1.12
3105,穩懋,光通訊,20231107,20231108,152.0,,,OPEN,,,,75.8,13.8,0.0,0.0,1.3245,8.0508,11.6381,1.0,5.5172,13.7546,3.3105,-1.2903,5.86,1.0,0.0,1.0,1.12
3711,日月光投控,封測,20231107,20231108,117.5,20240103,126.5,MA10,39,7.66,1,63.7,6.3,-3.18,0.0,0.5993,2.2628,1.7757,1.0,3.5242,6.3348,1.5812,-2.0833,4.38,1.0,0.0,1.0,1.12
4919,新唐,IC設計,20231107,20231108,131.0,,,OPEN,,,,58.8,2.0,0.0,0.0,1.0062,1.7544,1.104,1.0,2.7559,1.9531,1.6577,-2.6119,9.22,1.0,,1.0,1.12
4938,和碩,AI伺服器,20231107,20231108,78.0,20240401,97.5,MA10,94,25.0,1,65.9,0.5,-14.98,0.0,0.9578,1.5361,1.3382,0.0,3.4483,0.5155,0.9601,-2.6217,-12.14,0.0,0.0,1.0,1.12
6664,群翊,CoPoS封裝,20231107,20231108,166.0,,,OPEN,,,,70.6,8.1,4.58,0.5,4.5568,4.8513,5.4786,0.0,7.717,8.0645,2.7722,-3.7356,1.23,0.0,,1.0,1.12
2345,智邦,光通訊,20231108,20231109,554.0,20240313,465.0,SL,80,-16.06,0,77.5,3.4,0.0,0.0,3.1273,6.7232,7.2604,1.0,11.3568,3.3582,2.9542,0.0,7.52,1.0,0.0,1.0,1.44
2449,京元電子,封測,20231108,20231109,83.8,20240314,104.5,MA10,81,24.7,1,63.6,3.9,0.9,0.39,1.6349,4.2553,2.3216,1.0,9.0314,3.8653,2.5659,-3.4762,3.47,1.0,0.0,1.0,1.44
3006,晶豪科,記憶體,20231108,20231109,90.3,20231229,98.0,MA10,36,8.53,1,53.8,-2.2,-6.62,0.11,-1.0799,2.6331,0.1257,0.0,5.4085,-2.2412,2.4584,-5.7613,-1.41,0.0,0.0,1.0,1.44
3131,弘塑,CoPoS封裝,20231108,20231109,467.0,20231205,520.0,MA10,18,11.35,1,61.0,-3.3,0.0,0.0,0.8763,2.698,2.2475,0.0,6.6667,-3.2787,2.5625,-17.4825,0.75,0.0,,1.0,1.44
3552,同致,車用電子,20231108,20231109,141.0,20240314,119.5,SL,81,-15.25,0,67.9,1.1,0.0,0.0,1.2248,2.9304,1.6826,1.0,6.0377,1.0791,1.6427,-2.0906,-0.12,0.0,,1.0,1.44
3680,家登,CoPoS封裝,20231108,20231109,360.0,20240307,444.0,MA10,76,23.33,1,51.9,-4.2,0.0,0.0,-0.9204,2.1205,-0.4082,0.0,7.6471,-4.1885,3.3153,-5.7915,0.75,0.0,,1.0,1.44
1533,車王電,車用電子,20231109,20231110,53.5,20240416,45.0,SL,101,-15.89,0,56.3,-4.6,-15.63,0.08,0.0744,1.2992,0.7113,0.0,2.0873,-4.6099,1.1135,-8.6587,-1.99,0.0,,1.0,1.43
2243,怡利電,車用電子,20231109,20231110,16.25,20231124,18.1,MA10,10,11.38,1,62.5,-0.3,2.6,0.67,0.7869,1.7104,1.8037,1.0,3.7383,-0.2994,1.8254,-0.2994,-1.99,0.0,,1.0,1.43
2357,華碩,AI伺服器,20231109,20231110,355.5,20240103,465.0,MA10,37,30.8,1,59.7,-5.4,0.0,0.0,0.0841,1.7529,2.2117,0.0,1.7094,-5.4305,1.7688,-16.5888,-7.61,0.0,0.0,1.0,1.43
2451,創見,記憶體,20231109,20231110,80.6,20240416,90.0,MA10,101,11.66,1,88.5,8.0,-8.1,0.17,3.4041,6.0924,6.9774,1.0,7.7333,8.0214,1.321,0.0,-1.98,0.0,0.0,1.0,1.43
2455,全新,光通訊,20231109,20231110,155.5,20240105,132.0,SL,39,-15.11,0,70.4,1.0,-2.34,0.17,2.2208,5.7432,5.8326,1.0,10.2113,0.9677,2.6219,-1.5723,5.69,1.0,0.0,1.0,1.43
6187,萬潤,CoPoS封裝,20231109,20231110,123.0,20240104,138.5,MA10,38,12.6,1,51.3,-6.3,1.95,0.5,-1.474,1.9671,-0.6843,0.0,2.4194,-6.2731,2.8487,-6.6176,-0.89,0.0,,1.0,1.43
6789,采鈺,CoPoS封裝,20231109,20231110,208.0,20231207,295.5,MA10,19,42.07,1,48.7,-1.4,0.0,0.0,-0.4278,0.0717,0.0358,0.0,0.9639,-1.4118,3.0912,-7.0953,-0.89,0.0,,1.0,1.43
3665,貿聯-KY,光通訊,20231110,20231113,254.0,,,OPEN,,,,47.6,0.6,0.0,0.0,-0.7339,0.3906,-0.6667,0.0,2.5948,0.5871,1.7875,-6.2044,4.53,1.0,0.0,1.0,1.03
4966,譜瑞-KY,IC設計,20231110,20231113,1065.0,20240102,1135.0,FLOOR,35,6.57,1,45.1,-5.4,0.0,0.0,-2.3364,-0.9948,-2.3136,0.0,5.5556,-5.4299,4.2032,-10.3004,2.63,0.0,,1.0,1.03
2243,怡利電,車用電子,20231113,20231114,18.35,20240315,15.25,SL,79,-16.89,0,68.8,5.5,2.6,0.67,3.1269,4.4458,4.5572,1.0,4.893,5.5385,2.1642,0.0,0.77,0.0,,1.0,1.94
6187,萬潤,CoPoS封裝,20231113,20231114,134.5,20240308,249.0,MA10,74,85.13,1,52.6,-4.5,1.27,0.5,0.316,1.3567,0.0591,0.0,-3.4221,-4.5113,2.9965,-6.6176,2.13,0.0,,1.0,1.94
6789,采鈺,CoPoS封裝,20231113,20231114,214.0,20231207,295.5,MA10,17,38.08,1,53.9,1.7,0.0,0.0,0.2375,1.1021,0.7761,0.0,-0.4717,1.6867,3.0634,-6.4302,2.13,0.0,,1.0,1.94
2382,廣達,AI伺服器,20231114,20231115,209.0,20240201,243.0,MA10,55,16.27,1,50.3,-5.9,-9.43,0.11,-1.8362,1.0419,1.5463,0.0,2.2059,-5.8691,3.4694,-20.5714,-1.25,0.0,0.0,1.0,2.36
3131,弘塑,CoPoS封裝,20231114,20231115,495.0,20240102,569.0,MA10,33,14.95,1,76.6,7.3,0.0,0.0,3.2937,5.2352,7.1931,0.0,4.7569,7.2511,2.5391,-13.3741,3.94,1.0,,1.0,2.36
3231,緯創,AI伺服器,20231114,20231115,99.0,20240221,118.5,MA10,62,19.7,1,60.4,3.6,-4.26,0.33,-0.3251,3.1437,4.3728,0.0,5.0321,3.5903,2.3793,-23.0588,-1.25,0.0,0.0,1.0,2.36
5292,華懋,綠能環保,20231114,20231115,111.5,20231201,135.5,MA10,12,21.52,1,58.8,-1.7,-0.16,0.33,0.3521,5.1176,3.9909,0.0,14.5729,-1.7241,3.0914,-4.6025,-1.72,0.0,,1.0,2.36
2317,鴻海,AI伺服器,20231115,20231116,101.0,20240411,150.0,MA10,94,48.51,1,70.9,-4.7,2.22,0.33,1.865,3.0135,2.3578,0.0,3.6082,-4.7393,1.5993,-8.2192,2.07,0.0,0.0,1.0,3.57
3665,貿聯-KY,光通訊,20231115,20231116,260.0,,,OPEN,,,,56.9,-1.9,0.0,0.0,0.855,1.0711,0.7083,0.0,-1.518,-1.8904,1.5367,-5.292,7.36,1.0,0.0,1.0,3.57
6187,萬潤,CoPoS封裝,20231115,20231116,132.0,20240308,249.0,MA10,72,88.64,1,58.8,2.7,1.27,0.5,2.2551,2.3745,3.279,1.0,3.9526,2.7344,3.2688,-3.3088,4.86,1.0,,1.0,3.57
2317,鴻海,AI伺服器,20231117,20231120,101.0,20240411,150.0,MA10,92,48.51,1,79.9,-1.0,2.22,0.33,2.1527,3.9238,4.5812,0.0,5.4527,-0.9662,1.5975,-6.3927,4.59,1.0,0.0,1.0,3.89
2344,華邦電,記憶體,20231117,20231120,27.85,,,OPEN,,,,67.5,6.1,-6.65,0.33,1.9543,5.3936,7.2849,0.0,10.6,6.142,2.8368,-4.3253,3.34,1.0,0.0,1.0,3.89
3583,辛耘,CoPoS封裝,20231117,20231120,193.5,20231205,215.5,MA10,11,11.37,1,60.7,-3.5,-1.06,0.33,1.6154,2.1745,2.5506,0.0,5.6911,-3.4653,2.5825,-20.7317,4.39,1.0,,1.0,3.89
6510,精測,封測,20231117,20231120,538.0,20240419,451.0,SL,98,-16.17,0,66.6,-8.4,0.0,0.0,1.9011,2.2315,2.746,0.0,2.8791,-8.3761,2.5571,-8.8435,-0.52,0.0,0.0,1.0,3.89
6640,均華,CoPoS封裝,20231117,20231120,132.0,20231208,148.5,MA10,14,12.5,1,77.2,4.6,-1.4,0.33,3.4768,4.0366,3.9501,1.0,5.042,4.6025,1.6479,0.0,4.39,1.0,,1.0,3.89
2408,南亞科,記憶體,20231120,20231121,70.6,,,OPEN,,,,79.1,0.6,-5.99,0.17,3.4585,5.8201,6.1088,0.0,10.0629,0.5747,1.8322,-3.8462,5.41,1.0,0.0,1.0,3.83
2441,超豐,封測,20231120,20231121,59.2,,,OPEN,,,,62.7,-0.5,3.28,0.67,0.4119,0.6192,0.5673,1.0,1.7391,-0.5102,0.885,-2.1739,1.23,0.0,0.0,1.0,3.83
3535,晶彩科,CoPoS封裝,20231120,20231121,19.2,20240227,24.1,MA10,62,25.52,1,58.1,11.0,-9.07,0.17,0.9464,0.3659,1.1192,1.0,3.504,10.9827,3.0308,-3.2746,6.53,1.0,,1.0,3.83
3665,貿聯-KY,光通訊,20231120,20231121,266.5,20240419,226.5,SL,97,-15.01,0,58.9,0.8,0.0,0.0,0.578,0.7722,1.2806,0.0,2.7559,0.7722,1.4445,-4.7445,8.61,1.0,0.0,1.0,3.83
5443,均豪,CoPoS封裝,20231121,20231122,31.55,20240311,51.5,MA10,69,63.23,1,84.9,3.2,-10.15,0.11,3.764,5.5901,5.8457,0.0,8.1272,3.204,1.4126,-9.3333,6.71,1.0,,1.0,5.01
2337,旺宏,記憶體,20231122,20231123,28.85,,,OPEN,,,,52.2,-4.2,-4.83,0.33,-0.3509,1.0496,1.3743,0.0,0.1764,-4.2159,1.5366,-18.8571,4.98,1.0,0.0,1.0,4.28
2376,技嘉,AI伺服器,20231122,20231123,233.5,20240223,342.5,MA10,58,46.68,1,51.5,-4.9,-2.95,0.0,-0.5537,0.69,2.1994,0.0,2.1882,-4.888,2.8796,-34.0395,2.84,0.0,0.0,1.0,4.28
4906,正文,光通訊,20231122,20231123,34.3,20240308,35.95,FLOOR,67,4.81,1,78.9,2.8,-8.18,0.08,1.6725,3.4328,3.6727,0.0,4.6828,2.819,1.4242,-8.9356,8.51,1.0,0.0,1.0,4.28
6640,均華,CoPoS封裝,20231122,20231123,133.0,20231208,148.5,MA10,11,11.65,1,90.3,8.9,-1.4,0.33,4.8137,8.8271,10.792,1.0,13.4454,8.871,1.9751,0.0,6.46,1.0,,1.0,4.28
3583,辛耘,CoPoS封裝,20231123,20231124,218.0,20240308,263.5,MA10,66,20.87,1,82.3,15.1,-1.06,0.33,5.5961,9.79,12.6834,0.0,15.1194,15.1194,2.645,-0.9132,9.79,1.0,,1.0,4.1
4966,譜瑞-KY,IC設計,20231127,20231128,1075.0,20240223,1150.0,FLOOR,55,6.98,1,47.1,-5.0,0.0,0.0,-0.6654,-0.5709,-0.6182,0.0,2.9557,-5.0,2.9963,-10.3004,11.11,1.0,,1.0,3.05
3450,聯鈞,光通訊,20231129,20231130,59.8,20240229,67.5,MA10,56,12.88,1,59.1,-2.5,4.34,0.67,1.0657,2.7254,1.3444,1.0,1.2048,-2.4876,2.4973,-8.125,8.38,1.0,0.0,1.0,4.3
6257,矽格,封測,20231130,20231201,65.8,20240523,78.0,MA10,112,18.54,1,79.1,4.8,3.23,0.83,3.875,4.2484,4.291,1.0,4.7619,4.7619,1.1631,0.0,7.13,1.0,0.0,1.0,4.61
3450,聯鈞,光通訊,20231204,20231205,61.5,20240229,67.5,MA10,53,9.76,1,70.5,1.0,4.4,0.61,2.7511,5.0313,6.7309,1.0,9.3474,0.9772,2.746,-3.125,5.77,1.0,0.0,1.0,4.4
3535,晶彩科,CoPoS封裝,20231204,20231205,19.4,20240227,24.1,MA10,52,24.23,1,66.7,1.0,-8.63,0.17,0.9891,0.9891,1.1998,1.0,1.5707,1.0417,1.6601,-2.267,13.79,1.0,,1.0,4.4
4979,華星光,光通訊,20231205,20231206,172.0,20231228,146.0,SL,16,-15.12,0,65.4,-2.0,-1.73,0.17,1.8086,5.1205,3.3003,1.0,10.443,-1.9663,3.4605,-5.6757,4.68,1.0,0.0,1.0,3.76
5289,宜鼎,記憶體,20231205,20231206,318.0,,,OPEN,,,,59.7,0.3,0.0,0.0,1.4031,1.76,1.8823,1.0,2.0867,0.3155,2.0042,-1.7002,3.44,1.0,0.0,1.0,3.76
6257,矽格,封測,20231205,20231206,65.4,20240326,71.0,MA10,70,8.56,1,77.7,6.2,3.23,0.83,1.3618,4.5992,5.9785,1.0,8.0858,6.1588,1.345,-0.7576,5.76,1.0,0.0,1.0,3.76
2449,京元電子,封測,20231206,20231207,85.5,20240314,104.5,MA10,61,22.22,1,69.9,3.8,0.29,0.5,3.1235,4.4434,3.6487,1.0,6.2654,3.8415,2.4048,-1.7045,7.22,1.0,0.0,1.0,3.88
3406,玉晶光,光學,20231212,20231213,415.0,20240402,484.5,MA10,70,16.75,1,67.9,5.1,0.0,0.0,1.7934,1.5497,1.832,1.0,1.5113,5.0847,1.0748,-0.861,8.42,1.0,0.0,1.0,4.09
4966,譜瑞-KY,IC設計,20231212,20231213,1185.0,20240313,988.0,SL,56,-16.62,0,66.2,2.7,0.0,0.0,2.7397,4.4568,5.8325,1.0,9.7561,2.7397,2.7351,-3.4335,6.0,1.0,,1.0,4.09
6187,萬潤,CoPoS封裝,20231212,20231213,133.5,20240308,249.0,MA10,53,86.52,1,70.3,3.7,-1.95,0.17,2.4982,3.9881,4.1045,1.0,9.4118,3.7175,2.3693,0.0,9.55,1.0,,1.0,4.09
2337,旺宏,記憶體,20231214,20231215,30.1,,,OPEN,,,,71.9,3.0,-8.54,0.28,1.4593,1.6713,1.8397,0.0,2.6362,2.9982,0.9374,-14.9927,0.98,0.0,0.0,1.0,5.14
3006,晶豪科,記憶體,20231214,20231215,96.2,20240416,81.4,SL,76,-15.38,0,54.6,-0.5,-5.63,0.22,0.0,1.3681,0.3198,0.0,3.6344,-0.5285,2.3513,-3.7832,0.98,0.0,0.0,1.0,5.14
4966,譜瑞-KY,IC設計,20231214,20231215,1165.0,20240313,988.0,SL,54,-15.19,0,79.0,16.5,0.0,0.0,4.3478,9.0413,11.3431,1.0,14.8325,16.5049,2.7307,0.0,8.6,1.0,,1.0,5.14
6187,萬潤,CoPoS封裝,20231214,20231215,132.0,20240308,249.0,MA10,51,88.64,1,46.7,1.1,-1.95,0.17,-1.5487,-0.4103,-0.5031,0.0,-1.1111,1.1364,2.5211,-4.3011,11.7,1.0,,1.0,5.14
2344,華邦電,記憶體,20231215,20231218,28.55,20240604,24.1,SL,109,-15.59,0,72.0,3.3,-6.21,0.33,2.7718,3.4233,3.1151,1.0,4.1971,3.255,1.6601,-1.2111,1.78,0.0,0.0,1.0,5.16
2382,廣達,AI伺服器,20231215,20231218,203.0,20240201,243.0,MA10,32,19.7,1,51.2,-2.9,-4.81,0.0,-0.1479,0.7463,-0.0617,0.0,-0.2463,-2.8777,1.9315,-20.4322,1.15,0.0,0.0,1.0,5.16
2317,鴻海,AI伺服器,20231218,20231219,102.5,20240411,150.0,MA10,71,46.34,1,63.5,1.0,2.47,0.33,0.4926,0.691,0.5174,1.0,0.9901,0.9901,0.6177,-5.1163,2.33,0.0,0.0,1.0,4.91
3406,玉晶光,光學,20231218,20231219,412.5,20240402,484.5,MA10,66,17.45,1,70.1,6.3,0.0,0.0,0.5727,3.5881,4.623,1.0,6.7089,6.3052,1.3692,-1.5187,14.09,1.0,0.0,1.0,4.91
2344,華邦電,記憶體,20231219,20231220,27.9,,,OPEN,,,,50.1,0.2,-6.21,0.33,-0.5712,0.5778,0.4509,0.0,1.4572,0.1799,1.7533,-3.6332,-0.96,0.0,0.0,1.0,4.33
3231,緯創,AI伺服器,20231220,20231221,95.2,20240221,118.5,MA10,36,24.47,1,62.1,-3.5,-12.17,0.0,1.6839,1.9039,1.8378,0.0,1.3994,-3.4836,1.8297,-15.1351,5.92,1.0,0.0,1.0,4.55
2382,廣達,AI伺服器,20231221,20231222,215.0,20240201,243.0,MA10,28,13.02,1,80.5,5.9,-4.81,0.0,4.1566,5.1733,6.604,0.0,4.8662,5.8968,1.6885,-15.3242,7.6,1.0,0.0,1.0,3.89
3231,緯創,AI伺服器,20231222,20231225,96.6,20240221,118.5,MA10,34,22.67,1,57.9,-1.9,-6.15,0.17,0.6625,1.5305,1.9315,0.0,2.8384,-1.875,1.7588,-15.1351,6.97,1.0,0.0,1.0,4.07
6187,萬潤,CoPoS封裝,20231225,20231226,137.5,20240308,249.0,MA10,44,81.09,1,73.4,8.1,-1.95,0.17,3.7806,4.0119,4.4386,1.0,5.2632,8.1081,2.3588,0.0,3.88,1.0,,1.0,3.99
3231,緯創,AI伺服器,20231226,20231227,96.7,20240221,118.5,MA10,32,22.54,1,71.5,4.9,-6.15,0.17,1.6345,3.2904,4.4865,0.0,5.4348,4.8649,1.6613,-12.6126,9.88,1.0,0.0,1.0,4.71
3205,十銓,記憶體,20240102,20240103,49.0,20240326,41.1,SL,51,-16.12,0,63.1,4.4,-1.91,0.42,-0.6754,5.2632,7.1008,0.0,11.9821,4.3841,2.575,-4.2146,2.74,0.0,0.0,1.0,4.71
3450,聯鈞,光通訊,20240102,20240103,58.5,20240229,67.5,MA10,33,15.38,1,56.0,-1.1,2.1,0.44,-0.3252,2.6285,1.1301,0.0,5.6897,-1.129,2.8155,-7.1212,-6.19,0.0,0.0,1.0,4.71
3034,聯詠,IC設計,20240104,20240105,490.0,20240308,592.0,MA10,37,20.82,1,31.3,-3.1,0.0,0.0,-2.2319,-2.1159,-2.8364,0.0,-3.1311,-3.1311,1.3644,-4.6243,-2.53,0.0,0.0,1.0,2.73
4919,新唐,IC設計,20240104,20240105,139.5,20240719,118.5,SL,128,-15.05,0,49.0,-3.1,0.0,0.0,-0.494,0.3559,-0.2653,0.0,1.0753,-3.0928,1.8154,-5.6856,-2.53,0.0,,1.0,2.73
5292,華懋,綠能環保,20240104,20240105,128.5,20240327,151.5,MA10,50,17.9,1,63.0,-11.6,6.37,0.67,1.7282,4.0579,2.1293,1.0,7.0248,-11.6041,2.6584,-16.7203,-11.6,0.0,,1.0,2.73
5443,均豪,CoPoS封裝,20240104,20240105,30.75,20240201,34.5,MA10,19,12.2,1,50.0,-1.6,-6.18,0.11,-0.4886,0.5596,-0.0327,0.0,1.1589,-1.6103,1.0939,-3.9308,-1.37,0.0,,1.0,2.73
2467,志聖,CoPoS封裝,20240105,20240108,69.5,20240308,124.5,MA10,36,79.14,1,67.1,5.5,-5.43,0.33,3.0534,7.7586,7.4413,1.0,9.5779,5.4688,3.3426,-1.0264,0.01,0.0,,1.0,2.49
6640,均華,CoPoS封裝,20240105,20240108,153.5,20240308,317.0,MA10,36,106.51,1,82.2,2.7,-9.54,0.0,1.9934,5.173,6.3019,1.0,6.9686,2.6756,2.172,-0.3247,0.01,0.0,,1.0,2.49
6664,群翊,CoPoS封裝,20240105,20240108,155.5,20240416,166.5,MA10,61,7.07,1,66.3,-4.6,5.86,0.67,1.0396,1.634,1.402,0.0,1.9672,-4.6012,1.3215,-11.6477,0.01,0.0,,1.0,2.49
5292,華懋,綠能環保,20240109,20240110,126.0,20240327,151.5,MA10,47,20.24,1,39.8,-5.7,-1.95,0.33,-2.5923,-1.5482,-1.2149,0.0,-0.8,-5.7034,2.3748,-20.2572,-5.7,0.0,,1.0,2.41
2345,智邦,光通訊,20240112,20240115,516.0,20240320,437.5,SL,39,-15.21,0,52.9,-3.8,0.0,0.0,-0.0196,1.301,1.0852,0.0,4.8304,-3.7736,2.4255,-9.2527,-9.9,0.0,0.0,1.0,1.99
3231,緯創,AI伺服器,20240112,20240115,98.6,20240221,118.5,MA10,20,20.18,1,76.0,6.9,-6.15,0.17,3.6458,4.3414,4.7754,1.0,6.3034,6.8743,1.8583,-2.9268,4.29,1.0,0.0,1.0,1.99
2243,怡利電,車用電子,20240115,20240116,19.4,20240223,16.45,SL,21,-15.21,0,61.3,4.3,-5.99,0.11,2.6316,4.0555,3.7372,1.0,7.438,4.2781,3.2221,-6.25,-3.3,0.0,,1.0,2.07
3034,聯詠,IC設計,20240115,20240116,533.0,20240416,602.0,MA10,55,12.95,1,82.0,3.7,0.0,0.0,4.7881,5.8999,5.3462,1.0,6.8,3.6893,1.831,0.0,-2.6,0.0,0.0,1.0,2.07
2345,智邦,光通訊,20240116,20240117,509.0,20240415,431.0,SL,53,-15.32,0,54.4,-0.2,0.0,0.0,-0.0779,1.6445,1.5892,0.0,-0.5814,-0.1946,2.1888,-8.7189,-5.75,0.0,0.0,1.0,0.8
2376,技嘉,AI伺服器,20240116,20240117,257.0,20240223,342.5,MA10,20,33.27,1,61.8,2.3,1.5,0.17,1.0042,3.5439,1.6323,1.0,3.7698,2.3483,2.2772,-1.6917,3.0,0.0,0.0,1.0,0.8
3583,辛耘,CoPoS封裝,20240116,20240117,214.5,20240308,263.5,MA10,29,22.84,1,73.8,1.2,-10.85,0.0,2.6005,4.7803,3.865,1.0,7.4257,1.1655,1.6932,-5.4466,3.23,1.0,,1.0,0.8
