stock_id,name,sector,signal_date,entry_date,entry_price,exit_date,exit_price,exit_reason,holding_days,return_pct,label,rsi,ret_20d,cv_sharpe,cv_win_rate,bias_ma5,bias_ma10,bias_ma20,ma_bull,mom5,mom20,vol20,dist_high60,sector_ret20,sector_strong,chip_dir,taiex_bull,taiex_bias
6187,萬潤,CoPoS封裝,20240530,20240531,238.0,20240712,285.0,MA10,29,19.75,1,63.6,1.5,3.03,0.33,1.4523,4.109,4.5989,0.0,5.6156,1.4523,3.4281,-17.1186,6.26,1.0,,1.0,4.51
6510,精測,封測,20240530,20240531,469.0,20241024,533.0,MA10,97,13.65,1,58.1,-2.1,0.0,0.0,0.4795,1.4078,0.666,0.0,2.6726,-2.1231,1.2183,-15.8759,2.98,0.0,0.0,1.0,4.51
2388,威盛,IC設計,20240531,20240603,118.5,20240806,91.6,SL,43,-22.7,0,56.3,-4.0,-1.99,0.11,0.4237,1.3687,0.9585,0.0,3.4934,-4.0486,2.3754,-15.9574,0.96,0.0,,1.0,3.43
3583,辛耘,CoPoS封裝,20240531,20240603,339.0,20240712,411.5,MA10,28,21.39,1,51.1,-1.0,2.99,0.33,-0.0884,0.3404,-0.3088,0.0,-3.4188,-1.0219,3.2067,-10.9067,6.06,1.0,,1.0,3.43
3680,家登,CoPoS封裝,20240531,20240603,418.5,20240718,487.0,MA10,32,16.37,1,57.8,4.8,0.0,0.0,0.6533,1.0567,1.4325,0.0,2.5894,4.7859,1.3425,-13.6929,6.06,1.0,,1.0,3.43
2408,南亞科,記憶體,20240603,20240604,63.2,20240625,68.5,MA10,14,8.39,1,41.4,-4.0,-6.87,0.17,-1.5337,-0.8494,-0.7114,0.0,-0.9259,-4.0359,1.3691,-10.585,3.87,1.0,0.0,1.0,5.03
4966,譜瑞-KY,IC設計,20240603,20240604,805.0,20240805,665.0,SL,41,-17.39,0,66.2,1.3,0.0,0.0,1.2626,5.36,6.0636,0.0,5.6653,1.2626,2.67,-25.3953,3.14,1.0,,1.0,5.03
3008,大立光,光學,20240604,20240605,2330.0,20240702,2675.0,MA10,18,14.81,1,64.1,0.7,0.0,0.0,0.7021,2.5469,1.9547,0.0,4.3182,0.6579,1.8104,-10.7004,9.38,1.0,0.0,1.0,4.01
3583,辛耘,CoPoS封裝,20240612,20240613,349.5,20240712,411.5,MA10,21,17.74,1,58.2,6.6,2.99,0.33,1.5004,2.0257,2.3967,1.0,4.2296,6.6461,2.4678,-9.3298,13.59,1.0,,1.0,6.53
3006,晶豪科,記憶體,20240613,20240614,98.0,20240802,82.9,SL,33,-15.41,0,77.4,10.8,-3.36,0.33,5.1233,5.866,6.2812,1.0,8.8009,10.7503,2.0075,0.0,4.68,1.0,0.0,1.0,7.58
2449,京元電子,封測,20240614,20240617,99.5,20240702,111.5,MA10,11,12.06,1,76.5,10.5,7.09,0.67,5.4773,6.2368,6.5792,0.0,7.2707,10.4839,2.3212,-12.4201,6.15,1.0,0.0,1.0,8.28
2382,廣達,AI伺服器,20240617,20240618,291.0,20240716,322.5,MA10,20,10.82,1,64.6,0.9,-5.29,0.0,2.1601,3.0909,2.2325,1.0,5.6777,0.8741,1.8548,-3.1879,2.69,0.0,0.0,1.0,8.01
2408,南亞科,記憶體,20240617,20240618,72.0,20240723,60.6,SL,25,-15.83,0,80.7,8.1,-7.7,0.17,3.1915,4.8487,4.9297,0.0,4.784,8.121,1.3099,-5.4318,6.14,1.0,0.0,1.0,8.01
3006,晶豪科,記憶體,20240617,20240618,99.4,20240729,83.6,SL,27,-15.9,0,75.9,10.0,-3.36,0.33,2.9897,5.6696,6.4748,1.0,7.8834,10.022,1.9691,0.0,6.14,1.0,0.0,1.0,8.01
2449,京元電子,封測,20240618,20240619,109.0,20240717,127.5,MA10,20,16.97,1,88.3,17.5,7.01,0.67,8.3351,12.632,14.4641,0.0,19.5652,17.5478,2.5924,-4.5662,8.52,1.0,0.0,1.0,9.0
2455,全新,光通訊,20240618,20240619,164.0,20240717,184.0,MA10,20,12.2,1,78.4,14.9,0.12,0.08,4.1935,8.4621,9.8079,0.0,15.3571,14.9466,3.0303,-12.2283,16.5,1.0,0.0,1.0,9.0
3034,聯詠,IC設計,20240618,20240619,629.0,20240722,524.0,SL,23,-16.69,0,60.9,0.8,0.0,0.0,0.5541,1.5638,1.4302,1.0,3.6975,0.817,1.4629,-3.5937,9.91,1.0,0.0,1.0,9.0
3105,穩懋,光通訊,20240618,20240619,155.5,20240712,173.0,MA10,17,11.25,1,80.1,8.1,0.0,0.0,1.9868,6.4639,7.5419,0.0,12.4088,8.0702,2.3959,-0.6452,16.5,1.0,0.0,1.0,9.0
7734,印能,CoPoS封裝,20240618,20240619,1500.0,20240802,1210.0,SL,30,-19.33,0,59.2,4.9,0.0,0.0,0.7338,4.3178,4.2998,,-0.9836,4.8611,3.5481,-2.8939,14.27,1.0,,1.0,9.0
8086,宏捷科,光通訊,20240619,20240620,140.5,20240722,118.5,SL,22,-15.66,0,67.5,5.8,-2.6,0.22,1.1152,5.3855,5.2428,0.0,11.0204,5.8366,2.6132,-11.6883,16.78,1.0,0.0,1.0,10.9
2344,華邦電,記憶體,20240620,20240621,26.95,20240730,22.7,SL,25,-15.77,0,72.6,3.3,-4.1,0.44,2.7318,6.3745,5.8159,0.0,8.3164,3.2882,2.221,-3.0853,7.13,1.0,0.0,1.0,11.56
2388,威盛,IC設計,20240620,20240621,122.5,20240805,101.5,SL,29,-17.14,0,68.5,8.9,-5.29,0.0,2.8939,8.291,8.7049,0.0,17.9724,8.9362,3.5521,-9.2199,11.38,1.0,,1.0,11.56
3205,十銓,記憶體,20240620,20240621,40.6,20240709,45.35,MA10,12,11.7,1,61.9,-0.6,-6.58,0.11,0.8185,1.2579,1.1383,0.0,1.7522,-0.6112,0.8929,-7.2976,7.13,1.0,0.0,1.0,11.56
4919,新唐,IC設計,20240620,20240621,128.5,20240731,105.0,SL,26,-18.29,0,59.9,-0.4,0.0,0.0,0.8703,1.7152,1.2507,0.0,2.4096,-0.3906,2.0358,-3.7736,11.38,1.0,,1.0,11.56
2337,旺宏,記憶體,20240621,20240624,26.95,20241101,22.9,SL,87,-15.03,0,67.2,2.8,-9.84,0.11,1.0305,2.8668,2.7994,0.0,5.5769,2.809,1.4739,-1.4363,8.36,1.0,0.0,1.0,10.56
2382,廣達,AI伺服器,20240621,20240624,304.0,20240805,239.5,SL,28,-21.22,0,72.0,12.5,0.0,0.0,3.3981,8.6181,10.8028,1.0,9.9828,12.5,2.8842,-3.1818,7.13,1.0,0.0,1.0,10.56
2441,超豐,封測,20240621,20240624,63.1,,,OPEN,,,,78.0,3.4,3.18,0.67,1.9402,2.4125,2.184,1.0,3.0547,3.3871,0.8571,0.0,10.09,1.0,0.0,1.0,10.56
2467,志聖,CoPoS封裝,20240621,20240624,142.5,20240726,205.0,MA10,22,43.86,1,73.2,3.3,-0.51,0.33,3.9387,6.1057,5.2632,1.0,8.7786,3.2609,2.482,-10.9375,16.96,1.0,,1.0,10.56
2357,華碩,AI伺服器,20240624,20240625,506.0,20240927,568.0,MA10,65,12.25,1,72.1,-1.2,0.0,0.0,1.1834,3.2921,2.0286,1.0,4.908,-1.1561,1.6451,-5.0,4.31,1.0,0.0,1.0,8.24
5443,均豪,CoPoS封裝,20240624,20240625,69.5,20240712,94.6,MA10,13,36.12,1,73.1,15.5,-10.93,0.11,2.9147,10.1286,12.8966,1.0,13.9767,15.5143,3.3831,-2.6989,13.88,1.0,,1.0,8.24
2467,志聖,CoPoS封裝,20240625,20240626,158.5,20240726,205.0,MA10,20,29.34,1,77.1,2.5,-0.44,0.33,2.555,5.3207,6.4457,1.0,7.4349,2.4823,2.4697,-9.6875,12.4,1.0,,1.0,8.31
3680,家登,CoPoS封裝,20240626,20240627,430.5,20240718,487.0,MA10,15,13.12,1,61.8,4.7,0.0,0.0,1.8801,1.5579,2.066,0.0,3.2143,4.7101,1.7235,-10.0622,13.92,1.0,,1.0,8.59
6664,群翊,CoPoS封裝,20240626,20240627,246.0,20240717,295.5,MA10,14,20.12,1,66.5,-5.5,2.92,0.33,1.9576,4.6682,3.2951,1.0,9.6491,-5.482,2.56,-5.838,13.92,1.0,,1.0,8.59
2467,志聖,CoPoS封裝,20240627,20240628,155.0,20240726,205.0,MA10,18,32.26,1,68.6,7.8,-0.44,0.33,2.7027,7.4965,10.7468,1.0,7.8014,7.8014,3.4108,-5.0,13.56,1.0,,1.0,7.98
3034,聯詠,IC設計,20240702,20240703,619.0,20240722,524.0,SL,13,-15.35,0,64.1,4.3,0.0,0.0,1.6618,1.3645,2.0358,1.0,3.3113,4.3478,1.3161,-2.5,2.7,0.0,0.0,1.0,7.19
5289,宜鼎,記憶體,20240703,20240704,329.5,20240729,276.0,SL,15,-16.24,0,72.9,1.1,0.0,0.0,2.7001,3.9701,3.987,1.0,6.8562,1.1076,1.7242,-6.5789,9.15,1.0,0.0,1.0,8.33
4906,正文,光通訊,20240704,20240705,39.8,20240722,41.3,FLOOR,11,3.77,1,61.6,4.1,-1.9,0.42,1.6796,3.186,2.9835,1.0,6.7843,4.1005,2.5812,-3.0788,20.77,1.0,0.0,1.0,9.73
2337,旺宏,記憶體,20240705,20240708,28.2,20241101,22.9,SL,77,-18.79,0,76.9,5.9,-9.72,0.11,3.4547,4.444,4.4049,0.0,6.9098,5.8935,1.472,0.0,10.33,1.0,0.0,1.0,9.65
3231,緯創,AI伺服器,20240705,20240708,111.0,20240805,86.7,SL,18,-21.89,0,54.5,-2.7,-3.15,0.0,0.4608,0.9259,0.484,0.0,2.8302,-2.6786,1.6114,-11.3821,2.59,0.0,0.0,1.0,9.65
1533,車王電,車用電子,20240708,20240709,46.3,20240805,39.1,SL,17,-15.55,0,57.8,-0.7,-3.28,0.33,-0.1063,1.9081,2.0297,0.0,4.5606,-0.7392,1.9015,-6.3745,-3.65,0.0,,1.0,10.88
6239,力成,封測,20240708,20240709,199.5,20240730,169.0,SL,13,-15.29,0,66.9,9.7,6.68,0.44,4.0462,4.5683,4.1968,1.0,5.8824,9.6953,2.6487,0.0,12.35,1.0,0.0,1.0,10.88
2441,超豐,封測,20240709,20240710,62.4,,,OPEN,,,,60.5,1.6,-3.0,0.5,0.6369,0.7653,0.7332,1.0,2.2654,1.6077,0.899,-1.4041,12.24,1.0,0.0,1.0,10.71
6510,精測,封測,20240709,20240710,475.0,20240805,403.5,SL,16,-15.05,0,61.3,2.9,0.0,0.0,1.5642,3.5449,2.4739,1.0,7.6148,2.8908,2.1991,-1.8386,12.24,1.0,0.0,1.0,10.71
4966,譜瑞-KY,IC設計,20240710,20240711,883.0,20240729,725.0,SL,10,-17.89,0,57.8,6.1,0.0,0.0,0.3043,1.7211,0.3748,1.0,2.3895,6.0644,2.5813,-4.0314,5.04,1.0,,1.0,10.9
6239,力成,封測,20240710,20240711,194.5,20240731,163.5,SL,12,-15.94,0,64.1,4.5,6.92,0.5,1.1236,3.4483,3.6514,1.0,3.6649,4.4855,2.5155,-0.7519,11.89,1.0,0.0,1.0,10.9
2376,技嘉,AI伺服器,20240711,20240712,309.0,20240729,256.0,SL,9,-17.15,0,61.4,-0.6,0.0,0.0,0.8026,1.9646,1.4785,0.0,3.2895,-0.6329,1.292,-5.4217,4.89,1.0,0.0,1.0,12.28
2441,超豐,封測,20240711,20240712,62.7,,,OPEN,,,,47.1,-0.2,-2.44,0.5,-0.3819,-0.016,-0.2311,0.0,-0.1595,-0.1595,0.9334,-2.3401,10.48,1.0,0.0,1.0,12.28
3552,同致,車用電子,20240711,20240712,111.5,20240729,93.0,SL,9,-16.59,0,53.0,0.9,0.0,0.0,-0.0925,0.8874,0.3717,0.0,-0.4608,0.9346,1.6047,-9.2437,7.53,1.0,,1.0,12.28
6257,矽格,封測,20240711,20240712,80.6,20240805,66.9,SL,14,-17.0,0,80.6,1.1,6.36,0.83,3.0038,5.3103,4.0455,1.0,5.6483,1.1057,1.4014,0.0,10.48,1.0,0.0,1.0,12.28
2357,華碩,AI伺服器,20240712,20240715,498.5,20240927,568.0,MA10,51,13.94,1,67.9,3.1,0.0,0.0,1.6983,3.1931,2.1114,1.0,5.383,3.1408,1.431,-5.7407,2.15,0.0,0.0,1.0,9.79
2388,威盛,IC設計,20240712,20240715,122.0,20240805,101.5,SL,13,-16.8,0,57.3,7.0,3.6,0.33,0.9852,2.9289,2.5,1.0,0.8197,6.9565,3.9853,-11.1913,-1.06,0.0,,1.0,9.79
6510,精測,封測,20240712,20240715,470.5,20241024,533.0,MA10,67,13.28,1,49.5,1.1,0.0,0.0,-1.5436,0.5753,0.3508,0.0,-1.2552,1.0707,2.2622,-3.5751,7.12,1.0,0.0,1.0,9.79
2454,聯發科,IC設計,20240715,20240716,1345.0,20240802,1090.0,SL,11,-18.96,0,35.6,-1.8,0.0,0.0,-3.6273,-3.1451,-4.1726,0.0,-4.5775,-1.8116,2.694,-9.6667,-2.93,0.0,0.0,1.0,9.32
3711,日月光投控,封測,20240715,20240716,179.0,20240731,150.0,SL,9,-16.2,0,55.5,7.5,0.0,0.0,-1.3736,3.3688,3.8172,0.0,4.058,7.485,3.472,-7.2351,7.68,1.0,0.0,1.0,9.32
2337,旺宏,記憶體,20240802,20240805,27.5,20241101,22.9,SL,59,-16.73,0,55.7,5.0,-8.7,0.22,0.4998,3.5879,2.4754,1.0,9.5331,5.0373,3.2805,-5.3782,-13.72,0.0,0.0,0.0,-3.22
2337,旺宏,記憶體,20240813,20240814,28.05,20241101,22.9,SL,52,-18.36,0,58.2,-1.1,-10.59,0.17,1.8654,0.1799,2.0894,1.0,5.0943,-1.0657,3.1866,-6.3866,-13.11,0.0,0.0,0.0,-2.6
2357,華碩,AI伺服器,20240813,20240814,510.0,20240927,568.0,MA10,31,11.37,1,62.7,-1.8,0.0,0.0,0.9897,4.9538,4.9318,0.0,14.8106,-1.7682,4.0847,-7.4074,-11.3,0.0,0.0,0.0,-2.6
3450,聯鈞,光通訊,20240814,20240815,134.0,20240905,155.0,MA10,15,15.67,1,66.7,-5.7,-1.2,0.25,4.0848,9.64,4.4541,1.0,19.3694,-5.694,5.1641,-10.473,-16.06,0.0,0.0,0.0,-1.63
6187,萬潤,CoPoS封裝,20240814,20240815,354.5,20240927,470.0,MA10,30,32.58,1,79.0,18.0,-3.74,0.0,11.0731,18.3971,20.1701,1.0,27.9528,17.9673,5.6141,-7.8014,-2.93,0.0,,0.0,-1.63
2337,旺宏,記憶體,20240815,20240816,27.8,20241101,22.9,SL,50,-17.63,0,55.2,0.9,-10.08,0.17,0.2524,1.2013,1.7942,1.0,2.963,0.9074,3.1725,-6.5546,-10.81,0.0,0.0,0.0,-2.26
2344,華邦電,記憶體,20240815,20240816,23.95,20241008,20.35,SL,34,-15.03,0,56.0,-6.1,-5.66,0.28,0.9758,2.4317,1.1045,0.0,5.0773,-6.1144,2.4539,-11.6883,-10.81,0.0,0.0,0.0,-2.26
2345,智邦,光通訊,20240815,20240816,515.0,20241029,553.0,MA10,48,7.38,1,51.3,-8.1,0.0,0.0,-0.2394,2.2809,-0.1448,0.0,1.833,-8.0882,3.8124,-13.4948,-17.05,0.0,0.0,0.0,-2.26
2449,京元電子,封測,20240815,20240816,122.0,20250203,102.5,SL,108,-15.98,0,66.5,-7.8,-1.58,0.44,1.2766,9.3649,7.3474,1.0,14.9758,-7.7519,5.0711,-11.8519,-10.32,0.0,0.0,0.0,-2.26
3231,緯創,AI伺服器,20240815,20240816,102.5,20241112,117.0,MA10,57,14.15,1,56.9,-10.6,-3.15,0.0,0.1381,4.5529,2.546,0.0,7.0675,-10.5727,4.2351,-14.7059,-10.08,0.0,0.0,0.0,-2.26
3665,貿聯-KY,光通訊,20240815,20240816,404.5,20240903,433.0,MA10,12,7.05,1,51.6,-6.8,0.0,0.0,-0.7762,2.2394,0.2156,0.0,4.4959,-6.8044,4.4085,-8.6905,-17.05,0.0,0.0,0.0,-2.26
3680,家登,CoPoS封裝,20240815,20240816,514.0,20240930,565.0,MA10,30,9.92,1,71.1,0.8,0.0,0.0,3.3181,8.9233,9.3356,1.0,15.5556,0.7752,4.3186,-4.059,0.16,0.0,,0.0,-2.26
3583,辛耘,CoPoS封裝,20240816,20240819,466.0,20240904,377.5,SL,12,-18.99,0,76.4,10.6,-5.29,0.0,4.964,13.3375,13.1745,1.0,14.2677,10.6357,5.5817,0.0,0.89,0.0,,0.0,-0.32
6510,精測,封測,20240816,20240819,486.0,20241024,533.0,MA10,44,9.67,1,76.4,2.2,0.0,0.0,4.5002,9.673,9.6232,0.0,10.5263,2.2222,3.7603,-1.3279,-9.67,0.0,0.0,0.0,-0.32
2344,華邦電,記憶體,20240819,20240820,23.75,20241011,20.05,SL,34,-15.58,0,59.5,-5.0,-6.99,0.22,0.3764,2.0842,2.5093,0.0,2.7837,-4.9505,2.4637,-10.9462,-9.33,0.0,0.0,0.0,-0.11
2382,廣達,AI伺服器,20240819,20240820,284.0,20240910,239.5,SL,15,-15.67,0,63.6,-6.7,0.0,0.0,1.7942,6.1271,3.2689,0.0,4.1199,-6.7114,4.4503,-18.4751,-4.15,0.0,0.0,0.0,-0.11
3008,大立光,光學,20240819,20240820,2980.0,20240918,2505.0,SL,20,-15.94,0,63.4,-3.5,0.0,0.0,3.1605,4.534,4.0193,1.0,5.6364,-3.4884,3.3119,-9.2187,-7.34,0.0,0.0,0.0,-0.11
3231,緯創,AI伺服器,20240819,20240820,101.0,20241112,117.0,MA10,55,15.84,1,51.7,-6.1,-3.15,0.0,-1.4706,1.4332,2.2069,0.0,-1.9512,-6.0748,4.1667,-15.5462,-4.15,0.0,0.0,0.0,-0.11
3450,聯鈞,光通訊,20240819,20240820,138.5,20240905,155.0,MA10,12,11.91,1,72.8,-7.4,-0.82,0.28,1.7831,8.7302,9.0981,1.0,7.874,-7.4324,5.1178,-7.4324,-9.46,0.0,0.0,0.0,-0.11
4938,和碩,AI伺服器,20240819,20240820,105.0,20250102,89.2,SL,91,-15.05,0,63.9,-2.3,6.3,0.67,0.6776,3.6889,2.4832,0.0,1.9608,-2.3474,2.8394,-13.3333,-4.15,0.0,0.0,0.0,-0.11
6187,萬潤,CoPoS封裝,20240819,20240820,332.0,20240904,359.0,MA10,11,8.13,1,57.9,31.4,3.03,0.33,-2.6764,7.6716,13.0542,0.0,8.291,31.4168,5.7173,-9.732,9.38,1.0,,0.0,-0.11
2441,超豐,封測,20240820,20240821,62.5,,,OPEN,,,,66.6,0.3,-2.81,0.44,0.2865,3.0759,3.3804,0.0,0.8,0.3185,2.7738,-2.4768,-4.85,0.0,0.0,0.0,-0.09
4966,譜瑞-KY,IC設計,20240820,20240821,778.0,20241104,661.0,SL,48,-15.04,0,66.8,-6.3,0.0,0.0,0.86,4.2705,4.6017,0.0,5.0204,-6.2954,3.744,-13.3259,-4.54,0.0,,0.0,-0.09
6664,群翊,CoPoS封裝,20240820,20240821,289.5,20240904,298.5,FLOOR,10,3.11,1,75.5,-1.2,0.0,0.0,4.7948,11.1325,10.5364,0.0,11.39,-1.1986,4.8798,-8.4127,8.21,1.0,,0.0,-0.09
2243,怡利電,車用電子,20240821,20240822,25.4,20240909,21.4,SL,12,-15.75,0,45.4,-9.0,-4.84,0.44,-4.4254,-2.0952,-4.3899,0.0,9.8291,-9.0265,7.0502,-18.0223,-12.57,0.0,,0.0,-0.99
2344,華邦電,記憶體,20240821,20240822,23.75,20241011,20.05,SL,32,-15.58,0,42.5,-2.1,-6.99,0.22,-1.7669,-0.8703,-0.0214,0.0,-3.5124,-2.0964,2.3364,-13.3581,-4.31,0.0,0.0,0.0,-0.99
2345,智邦,光通訊,20240821,20240822,520.0,20250102,754.0,MA10,89,45.0,1,68.6,3.7,0.0,0.0,1.8056,3.9216,5.4045,0.0,5.5777,3.7182,3.6002,-8.3045,-3.26,0.0,0.0,0.0,-0.99
2376,技嘉,AI伺服器,20240821,20240822,259.0,20241114,291.0,MA10,55,12.36,1,59.7,-5.0,0.0,0.0,-0.2311,5.0284,3.2695,0.0,6.8041,-4.9541,4.2627,-21.988,0.2,0.0,0.0,0.0,-0.99
2382,廣達,AI伺服器,20240821,20240822,276.0,20241029,303.0,MA10,44,9.78,1,65.3,-2.1,0.0,0.0,1.1478,4.8912,5.1258,0.0,4.059,-2.0833,4.4332,-17.3021,0.2,0.0,0.0,0.0,-0.99
2388,威盛,IC設計,20240821,20240822,133.5,20241108,110.5,SL,51,-17.23,0,79.9,7.0,3.05,0.33,4.4,15.8867,16.4087,0.0,24.8804,6.9672,5.6234,-0.3817,-2.85,0.0,,0.0,-0.99
2408,南亞科,記憶體,20240821,20240822,54.8,20240905,46.0,SL,10,-16.06,0,48.3,-11.8,-3.05,0.38,-1.5152,1.5247,0.0687,0.0,0.5525,-11.7932,3.1055,-26.7114,-4.31,0.0,0.0,0.0,-0.99
2454,聯發科,IC設計,20240821,20240822,1230.0,20250102,1350.0,MA10,89,9.76,1,55.7,-0.4,0.0,0.0,-0.1637,2.7801,3.4293,0.0,2.9536,-0.4082,4.5776,-18.6667,-2.85,0.0,0.0,0.0,-0.99
2467,志聖,CoPoS封裝,20240821,20240822,202.5,20240903,224.0,MA10,8,10.62,1,75.5,-1.2,-1.62,0.17,4.4739,12.2557,13.1824,1.0,15.8038,-1.1628,6.055,-6.5934,9.74,1.0,,0.0,-0.99
3006,晶豪科,記憶體,20240821,20240822,81.6,20240904,69.3,SL,9,-15.07,0,48.3,-11.2,-3.72,0.42,-0.7605,1.1503,-0.4124,0.0,0.8728,-11.1965,3.521,-22.9524,-4.31,0.0,0.0,0.0,-0.99
3034,聯詠,IC設計,20240821,20240822,549.0,,,OPEN,,,,65.1,4.0,0.0,0.0,0.7766,3.1318,3.854,0.0,3.0246,4.0076,2.3231,-13.3545,-2.85,0.0,0.0,0.0,-0.99
3406,玉晶光,光學,20240821,20240822,529.0,20241029,445.0,SL,44,-15.88,0,60.5,-7.3,0.0,0.0,1.261,2.4749,3.2635,0.0,2.5145,-7.3427,4.3345,-21.4815,-0.93,0.0,0.0,0.0,-0.99
3665,貿聯-KY,光通訊,20240821,20240822,424.0,20241025,469.5,MA10,42,10.73,1,65.4,7.5,0.0,0.0,1.6577,5.1172,7.4465,1.0,6.6496,7.4742,4.5083,-1.9976,-3.26,0.0,0.0,0.0,-0.99
3711,日月光投控,封測,20240821,20240822,150.0,20250113,162.5,MA10,96,8.33,1,52.1,-7.0,0.0,0.0,-0.4569,1.4637,1.6667,0.0,-2.2436,-7.0122,4.8167,-21.1886,-1.81,0.0,0.0,0.0,-0.99
7734,印能,CoPoS封裝,20240821,20240822,1300.0,20240923,1540.0,MA10,21,18.46,1,51.9,-7.8,0.0,0.0,-2.0424,2.3715,2.4525,0.0,5.2846,-7.8292,7.297,-18.8088,9.74,1.0,,0.0,-0.99
2451,創見,記憶體,20240822,20240823,100.5,20250113,85.0,SL,95,-15.42,0,64.6,2.4,10.01,0.83,0.8185,3.272,4.2419,0.0,5.6485,2.4341,2.4244,-24.0602,-3.22,0.0,0.0,0.0,-1.41
3535,晶彩科,CoPoS封裝,20240822,20240823,76.8,20240910,62.0,SL,12,-19.27,0,61.5,13.1,-0.62,0.28,2.5573,7.4669,7.8205,1.0,20.6897,13.069,6.9023,-5.4054,4.4,1.0,,0.0,-1.41
4979,華星光,光通訊,20240822,20240823,115.0,20241017,154.0,MA10,35,33.91,1,75.0,0.9,2.96,0.17,2.981,9.8901,13.157,0.0,15.5015,0.885,5.5834,-22.973,-3.81,0.0,0.0,0.0,-1.41
6257,矽格,封測,20240822,20240823,74.1,,,OPEN,,,,56.7,-4.0,3.95,0.78,-0.1355,1.3616,1.5991,0.0,2.6462,-4.0365,2.9992,-10.4496,-3.2,0.0,0.0,0.0,-1.41
6640,均華,CoPoS封裝,20240822,20240823,968.0,20241024,759.0,SL,40,-21.59,0,78.3,16.1,-2.87,0.17,0.6865,9.48,11.668,1.0,5.8965,16.095,5.5558,0.0,4.4,1.0,,0.0,-1.41
2243,怡利電,車用電子,20240823,20240826,24.7,20241011,25.2,FLOOR,30,2.02,1,46.9,-9.6,-3.52,0.44,-2.0501,0.2136,-3.1441,0.0,-8.6726,-9.6322,6.9821,-17.7033,-11.79,0.0,,0.0,-1.39
3006,晶豪科,記憶體,20240823,20240826,80.4,20240905,68.2,SL,8,-15.17,0,50.1,-6.0,-3.58,0.42,-0.4902,0.2964,0.807,0.0,-0.8547,-6.0185,3.4247,-22.6667,-2.37,0.0,0.0,0.0,-1.39
3105,穩懋,光通訊,20240823,20240826,132.0,20241213,110.0,SL,74,-16.67,0,59.6,-12.1,0.0,0.0,0.5984,2.0873,2.5739,0.0,1.1278,-12.0915,3.8287,-25.6906,-0.34,0.0,0.0,0.0,-1.39
4906,正文,光通訊,20240823,20240826,42.45,20241029,35.85,SL,42,-15.55,0,73.2,0.4,-8.15,0.17,1.7435,6.1682,5.8451,1.0,6.2344,0.3534,3.6961,-6.9869,-0.34,0.0,0.0,0.0,-1.39
5289,宜鼎,記憶體,20240823,20240826,288.0,20241112,243.0,SL,51,-15.62,0,67.9,1.9,0.0,0.0,1.8028,4.0087,5.7948,0.0,3.9711,1.9469,3.2346,-15.7895,-2.37,0.0,0.0,0.0,-1.39
8086,宏捷科,光通訊,20240823,20240826,103.5,,,OPEN,,,,53.2,-8.7,1.9,0.22,0.1918,1.2597,1.4022,0.0,-0.4762,-8.7336,3.5052,-26.6667,-0.34,0.0,0.0,0.0,-1.39
1533,車王電,車用電子,20240828,20240829,40.35,,,OPEN,,,,52.7,-7.9,0.11,0.42,0.0,0.5496,0.9341,0.0,1.0038,-7.8947,3.0046,-16.4071,-11.66,0.0,,0.0,-0.64
4919,新唐,IC設計,20240828,20240829,87.8,20241106,92.1,FLOOR,44,4.9,1,52.0,-15.5,0.0,0.0,0.2033,1.2095,0.8528,0.0,1.7202,-15.5238,4.355,-32.803,0.11,0.0,,0.0,-0.64
6789,采鈺,CoPoS封裝,20240828,20240829,311.0,20241118,262.0,SL,52,-15.76,0,55.3,-7.9,0.0,0.0,0.7014,1.4127,2.901,0.0,2.2034,-7.9389,4.0977,-19.4927,15.03,1.0,,0.0,-0.64
3205,十銓,記憶體,20240829,20240830,39.6,20241209,33.4,SL,66,-15.66,0,62.5,-10.5,-6.33,0.17,1.3374,1.8219,2.4441,0.0,1.0256,-10.4545,3.0384,-20.804,-4.41,0.0,0.0,0.0,-1.43
2337,旺宏,記憶體,20240830,20240902,27.65,20241101,22.9,SL,39,-17.18,0,52.9,-1.6,-10.75,0.17,0.1808,0.2896,0.6266,1.0,1.8382,-1.5986,1.4691,-6.8908,0.13,0.0,0.0,0.0,-1.21
6789,采鈺,CoPoS封裝,20240830,20240902,304.0,20250311,256.5,SL,122,-15.62,0,62.3,1.6,0.0,0.0,0.6843,2.6578,5.8491,0.0,5.102,1.6447,3.4284,-17.49,20.55,1.0,,0.0,-1.21
6239,力成,封測,20240902,20240903,145.0,20241118,123.0,SL,49,-15.17,0,52.6,9.4,-6.72,0.0,0.346,0.4851,1.9511,0.0,1.3986,9.434,2.045,-27.8607,16.57,1.0,0.0,0.0,-1.41
1533,車王電,車用電子,20240916,20240918,40.3,20250407,31.55,SL,128,-21.71,0,54.3,2.0,2.22,0.5,-0.3428,1.9539,1.5216,0.0,5.7143,2.005,2.6544,-15.1199,-4.69,0.0,,0.0,-2.4
2357,華碩,AI伺服器,20240916,20240918,547.0,20250110,626.0,MA10,77,14.44,1,62.1,3.8,0.0,0.0,1.6442,1.9681,1.6727,1.0,2.0638,3.8168,2.0522,-2.1583,-2.02,0.0,0.0,0.0,-2.4
